# LNAmplifier EEPROM Calibration Data
# Generated: 2026-02-03 21:20:22
# Point Count: 201
#
Frequency_Hz,Filter1_Gain_dB,Filter2_Gain_dB,Filter3_Gain_dB,Filter4_Gain_dB,Filter5_Gain_dB,Filter6_Gain_dB,Filter7_Gain_dB,Filter8_Gain_dB
5.000000,47.41288,47.513878,47.52108,47.443367,32.02742,32.009693,31.96611,31.961292
5.376197,48.88253,48.98814,48.980015,48.953869,33.505257,33.499706,33.465706,33.46064
5.780698,50.269958,50.337757,50.33762,50.319008,34.86961,34.86636,34.841393,34.838909
6.215634,51.404221,51.488731,51.499443,51.466064,36.013985,36.013351,35.991955,35.991901
6.683295,52.470932,52.526131,52.51498,52.511074,37.052723,37.053055,37.035126,37.033909
7.186141,53.473866,53.53854,53.505867,53.512894,38.043201,38.04319,38.029324,38.030128
7.726822,54.30822,54.327652,54.324272,54.326164,38.854748,38.855869,38.841724,38.843777
8.308183,55.090042,55.110958,55.083828,55.094635,39.611629,39.612049,39.601707,39.604904
8.933285,55.744808,55.739426,55.735191,55.755035,40.263889,40.263123,40.254795,40.259174
9.605420,56.299809,56.318245,56.319408,56.313404,40.829269,40.829239,40.821003,40.823921
10.328125,56.838375,56.816608,56.82016,56.813789,41.339401,41.336529,41.331001,41.336353
11.105207,57.26881,57.274895,57.267345,57.274315,41.776157,41.773689,41.770168,41.771912
11.940755,57.648445,57.666283,57.634026,57.650589,42.165821,42.163559,42.157913,42.164059
12.839170,58.003323,57.980991,57.998753,58.001877,42.51226,42.509266,42.505623,42.507767
13.805181,58.313454,58.301487,58.292244,58.308064,42.805164,42.803478,42.798336,42.80275
14.843874,58.566566,58.561874,58.562542,58.56797,43.07402,43.070339,43.066952,43.071205
15.960717,58.803009,58.79921,58.797043,58.799213,43.308834,43.304722,43.300751,43.306744
17.161591,59.027931,59.009331,58.999859,59.018764,43.512779,43.508991,43.504959,43.509449
18.452818,59.187939,59.195454,59.188137,59.189377,43.693569,43.691864,43.687969,43.69183
19.841196,59.363739,59.362122,59.345135,59.359447,43.854839,43.852146,43.849358,43.854076
21.334036,59.505527,59.490295,59.495327,59.495426,43.997032,43.994545,43.990246,43.994884
22.939194,59.626091,59.614555,59.617996,59.632381,44.120907,44.118824,44.115013,44.118656
24.665125,59.739624,59.718052,59.724155,59.722614,44.231876,44.225578,44.222889,44.226429
26.520912,59.829128,59.814518,59.820961,59.834724,44.32848,44.325134,44.322697,44.326477
28.516329,59.903763,59.912197,59.911114,59.885235,44.41412,44.412735,44.407951,44.41169
30.661879,59.986595,59.98785,59.975685,59.994568,44.485928,44.485516,44.48035,44.483978
32.968857,60.044762,60.050449,60.041653,60.039421,44.552059,44.54879,44.546261,44.549789
35.449413,60.104996,60.112782,60.102592,60.093555,44.609787,44.606556,44.603554,44.609245
38.116604,60.15881,60.165844,60.134155,60.153225,44.658455,44.657406,44.653854,44.657246
40.984474,60.197292,60.186718,60.199936,60.189568,44.703293,44.703236,44.698822,44.702599
44.068119,60.247696,60.242157,60.224125,60.233253,44.742069,44.740547,44.734947,44.741982
47.383774,60.268734,60.25127,60.266708,60.299988,44.775238,44.77536,44.769928,44.774574
