# LNAmplifier Noise Density Measurement
# Generated: 2025-10-26 16:13:39
# LNA Filter: 1
# EEPROM Data Index: 1
# Sample Frequency: 5.0 MHz
# FFT Averages: 4
# Sample Size: 4194304 points
# FFT Bin Size: 1.19 Hz
# Total Test Frequencies: 401
# Unique Data Points: 378
# EEPROM Frequency Points: 201
# EEPROM Gain Points: 201
# Amplitude Spike Correction: Enabled
#
frequency,lna_input_noise_density
9.5367431640625,1.7311220562115305e-07
10.728836059570312,1.6768881506075125e-07
11.920928955078125,1.7637103445485413e-07
13.113021850585938,1.6454736013889602e-07
14.30511474609375,1.2627837523490828e-07
15.497207641601562,8.763896664435888e-08
16.689300537109375,8.06440905892201e-08
17.881393432617188,1.2102907266227922e-07
19.073486328125,1.1420030176409034e-07
20.265579223632812,8.331140779183295e-08
21.457672119140625,8.524675135263267e-08
22.649765014648438,9.10352329363005e-08
23.84185791015625,8.736400578394037e-08
25.033950805664062,6.925253310990392e-08
26.226043701171875,4.883673142780427e-08
27.418136596679688,5.5041625485530946e-08
28.6102294921875,5.5779843667476667e-08
29.802322387695312,3.8503377854463843e-08
30.994415283203125,3.233448728826182e-08
32.18650817871094,3.698766676116143e-08
33.37860107421875,3.771353923342119e-08
34.57069396972656,3.625151640510458e-08
35.762786865234375,3.257250169673853e-08
36.95487976074219,2.6317332380969423e-08
38.14697265625,2.9129874993038627e-08
39.33906555175781,4.2130530701113626e-08
40.531158447265625,3.149271821991232e-08
41.72325134277344,3.032445969627799e-08
42.91534423828125,3.738072062368478e-08
44.10743713378906,3.0412934743086104e-08
46.49162292480469,3.023598464946987e-08
47.6837158203125,2.5102873029791488e-08
48.87580871582031,1.6725538459832242e-08
50.067901611328125,2.467222296302473e-08
51.25999450683594,2.8482247264205e-08
53.64418029785156,2.5928273733873084e-08
54.836273193359375,2.2387642361301838e-08
56.02836608886719,2.9291970944374244e-08
58.41255187988281,2.6686904626709694e-08
59.604644775390625,2.526923031347987e-08
60.79673767089844,3.027927119365136e-08
63.18092346191406,2.859387049380064e-08
64.37301635742188,2.0765677325264035e-08
66.7572021484375,1.8163069098008188e-08
69.14138793945312,1.9023776453309524e-08
70.33348083496094,1.3865146777284807e-08
72.71766662597656,1.404665877147472e-08
75.10185241699219,1.1487717216830509e-08
77.48603820800781,1.8054658495283423e-08
79.87022399902344,1.4318859670851187e-08
82.25440979003906,1.1677739443998584e-08
84.63859558105469,1.1049892540560522e-08
87.02278137207031,1.2856151143414774e-08
89.40696716308594,1.7064029238306968e-08
91.79115295410156,1.2542849015673625e-08
94.17533874511719,8.97085337728333e-09
97.75161743164062,1.7482379491899974e-08
100.13580322265625,9.52852800118832e-09
102.51998901367188,1.2562993547736814e-08
106.09626770019531,1.4981011287551778e-08
108.48045349121094,7.863694028136337e-09
112.05673217773438,1.738334407680739e-08
115.63301086425781,7.45594664067644e-09
119.20928955078125,1.3818564941026386e-08
122.78556823730469,1.4121843964342762e-08
126.36184692382812,1.051032667358137e-08
129.93812561035156,1.265256932969177e-08
133.514404296875,1.1626054357767505e-08
137.09068298339844,7.985092553950394e-09
140.66696166992188,1.0532239098561281e-08
145.43533325195312,7.866628831401675e-09
150.20370483398438,6.344408535452427e-09
153.7799835205078,8.194197607184455e-09
158.54835510253906,8.218471705945249e-09
163.3167266845703,1.0876306835031143e-08
168.08509826660156,7.887882871280564e-09
172.8534698486328,9.953119524777325e-09
177.62184143066406,7.884569816781132e-09
183.58230590820312,1.1182260681086692e-08
188.35067749023438,6.220753296896983e-09
194.31114196777344,4.9305331670858e-09
199.0795135498047,8.248566703201572e-09
205.03997802734375,8.537063834990854e-09
211.0004425048828,6.35697111803106e-09
216.96090698242188,4.214432418818168e-09
224.11346435546875,4.808515178916534e-09
230.0739288330078,5.000755498194598e-09
237.2264862060547,8.873831076669318e-09
244.37904357910156,6.493188939165137e-09
251.53160095214844,6.817747505507631e-09
258.6841583251953,8.553582321083839e-09
265.8367156982422,5.981642137615594e-09
274.1813659667969,2.839347295200485e-09
281.33392333984375,6.282157562016431e-09
289.67857360839844,4.107242595190661e-09
298.0232238769531,6.411573175507494e-09
307.5599670410156,5.670173410086179e-09
315.9046173095703,7.026809857759501e-09
325.4413604736328,3.222405789122189e-09
334.9781036376953,6.377443583401035e-09
344.5148468017578,4.594058316571088e-09
355.2436828613281,4.878453431991443e-09
364.7804260253906,5.4502751172743825e-09
375.50926208496094,6.281717014966754e-09
386.23809814453125,2.8333355918507902e-09
398.1590270996094,3.2412190509234183e-09
410.0799560546875,4.2868418919792025e-09
422.0008850097656,3.884532147033947e-09
433.92181396484375,4.632600377652528e-09
447.0348358154297,3.2624190004744457e-09
460.1478576660156,3.7746165612770435e-09
473.26087951660156,3.775146005673056e-09
486.3739013671875,3.9939182883948385e-09
500.67901611328125,4.4065689287555965e-09
516.1762237548828,3.1343361997980374e-09
530.4813385009766,2.532042671478846e-09
545.9785461425781,4.5045467700502616e-09
562.6678466796875,4.553423100835357e-09
579.3571472167969,4.819180878982104e-09
596.0464477539062,3.6525935589585774e-09
612.7357482910156,3.0354599677769726e-09
630.6171417236328,3.864469127573121e-09
649.6906280517578,3.6473163442076312e-09
668.7641143798828,3.642039129456685e-09
687.8376007080078,2.4248949145522847e-09
708.1031799316406,3.0001372733516047e-09
728.3687591552734,3.458539005964718e-09
749.8264312744141,4.336561764921687e-09
771.2841033935547,2.5436462076226633e-09
793.9338684082031,2.1592251264458876e-09
817.7757263183594,3.136360180446442e-09
841.6175842285156,3.202083424884397e-09
865.4594421386719,3.026846693573889e-09
891.6854858398438,2.9500563591564573e-09
916.7194366455078,2.8732660247390257e-09
944.1375732421875,4.1667619453770865e-09
971.5557098388672,1.9856107213497532e-09
1000.1659393310547,1.7527044017947825e-09
1028.7761688232422,3.0652587000026005e-09
1059.7705841064453,3.627932321194367e-09
1090.7649993896484,3.9640287489804635e-09
1121.7594146728516,4.8600373042715e-09
1155.1380157470703,3.3411551241841747e-09
1188.516616821289,3.844437790634938e-09
1223.0873107910156,4.194783317568426e-09
1258.85009765625,3.193798151182311e-09
1295.8049774169922,4.691598528925923e-09
1333.9519500732422,4.313079071368346e-09
1372.0989227294922,2.3775092469956095e-09
1412.6300811767578,3.6580207091780147e-09
1454.3533325195312,3.2237948188268007e-09
1496.0765838623047,3.1299596938156314e-09
1540.1840209960938,3.119094064663642e-09
1585.4835510253906,3.4354011114192894e-09
1630.7830810546875,3.989548922616877e-09
1678.466796875,2.992930145003562e-09
1727.3426055908203,3.5834666665806083e-09
1778.6026000976562,2.033229032407962e-09
1829.8625946044922,3.2705896534390566e-09
1883.5067749023438,2.067129608936298e-09
1938.3430480957031,3.183665165755985e-09
1995.5635070800781,3.925370186910198e-09
2053.976058959961,3.227127409597521e-09
2113.5807037353516,4.1782309702236654e-09
2175.569534301758,1.5377155548502713e-09
2238.750457763672,2.721615797296801e-09
2304.3155670166016,3.4895885278104993e-09
2371.072769165039,3.340655820439455e-09
2440.214157104492,3.8037731924902325e-09
2511.739730834961,2.6219203834723814e-09
2585.6494903564453,3.2192038011927305e-09
2660.7513427734375,2.937966223242974e-09
2738.2373809814453,2.736256654531856e-09
2818.1076049804688,4.270986101681778e-09
2900.362014770508,3.499977264805068e-09
2985.0006103515625,2.6319393563879293e-09
3072.023391723633,4.4806790605996065e-09
3162.6224517822266,2.6806310189333784e-09
3254.413604736328,4.5964061247889336e-09
3349.781036376953,1.907864140362094e-09
3447.5326538085938,3.20515837632031e-09
3547.66845703125,3.5120782226484785e-09
3651.3805389404297,3.765894614660719e-09
3758.668899536133,2.946300043890657e-09
3868.3414459228516,3.002054728160531e-09
3981.5902709960938,3.596360963239797e-09
4097.223281860352,2.3844274359485773e-09
4216.432571411133,3.037075171232602e-09
4340.410232543945,3.602934866933092e-09
4466.772079467773,3.348606573584514e-09
4596.710205078125,2.225496937420092e-09
4731.416702270508,4.229343888178676e-09
4869.699478149414,3.7062585508742426e-09
5011.558532714844,2.88567631762732e-09
5158.185958862305,4.121420527816419e-09
5308.389663696289,2.8425847157822096e-09
5463.361740112305,2.553617981950653e-09
5623.102188110352,2.752915759189879e-09
5787.61100769043,3.684685595907793e-09
5956.888198852539,2.823076414578807e-09
6130.93376159668,2.822974909969016e-09
6309.747695922852,3.1906270494912373e-09
6493.330001831055,2.6013529659484393e-09
6682.872772216797,2.8303591398852932e-09
6878.376007080078,2.36282172815463e-09
7079.839706420898,2.8376418651917794e-09
7286.07177734375,2.067171594185025e-09
7499.456405639648,2.963096847087278e-09
7717.609405517578,2.6534903052934027e-09
7942.914962768555,3.2775013351351954e-09
8175.373077392578,2.2308987665499814e-09
8413.79165649414,2.8278418253169617e-09
8659.36279296875,2.4791387852698437e-09
8912.086486816406,1.9698873731691942e-09
9173.154830932617,3.6887109290524906e-09
9440.183639526367,1.9585371314908284e-09
9716.74919128418,3.6929517927416546e-09
10000.467300415039,4.222224516617327e-09
10292.530059814453,4.155877008364728e-09
10592.937469482422,3.4703231208445294e-09
10901.689529418945,5.482849478952682e-09
11219.978332519531,4.865311502859257e-09
11547.80387878418,4.8691441423894454e-09
11885.16616821289,4.103062649690318e-09
12232.065200805664,5.321428520879638e-09
12589.693069458008,3.276569961871431e-09
12956.857681274414,3.085515988730722e-09
13334.75112915039,3.5176625794395106e-09
13724.565505981445,4.74770616491083e-09
14125.10871887207,2.7048105346764064e-09
14537.572860717773,3.1810429753010765e-09
14961.957931518555,4.341847843014357e-09
15399.456024169922,3.012051858434015e-09
15848.875045776367,3.982093186462456e-09
16311.407089233398,2.9623104683006523e-09
16788.244247436523,2.6054736863244376e-09
17278.194427490234,4.567711848813064e-09
17782.44972229004,4.2156315310794705e-09
18302.202224731445,3.829729628851272e-09
18836.259841918945,4.664019429653562e-09
19387.006759643555,2.444049668849841e-09
19952.058792114258,4.706924858371936e-09
20534.992218017578,3.815614758370943e-09
21134.614944458008,5.293701741275504e-09
21752.119064331055,5.870179256422895e-09
22387.50457763672,4.658504024763194e-09
23040.771484375,5.178201227694706e-09
23714.303970336914,4.6371248348906045e-09
24405.717849731445,4.7147478111003504e-09
25118.589401245117,3.6039073282425734e-09
25852.91862487793,4.944306197607374e-09
26607.513427734375,6.172969736127233e-09
27384.75799560547,6.74990687173107e-09
28183.460235595703,3.624035129164705e-09
29007.1964263916,5.066831892715534e-09
29853.58238220215,8.359491655315535e-09
30725.00228881836,4.678647756858717e-09
31622.648239135742,9.72719214194683e-09
32546.520233154297,9.396545027154085e-09
33496.61827087402,7.294249894895767e-09
34474.13444519043,7.515799196397433e-09
35481.45294189453,7.4050245456466e-09
36517.38166809082,4.950153002883527e-09
37584.30480957031,9.811522378238435e-09
38681.0302734375,6.835138921256519e-09
39811.134338378906,8.310525872767633e-09
40973.42491149902,6.431122451761302e-09
42169.09408569336,4.416327056520191e-09
43400.52604675293,4.121568451073002e-09
44668.91288757324,9.832211582933548e-09
45973.06251525879,6.692594306035441e-09
47315.359115600586,7.127314158124125e-09
48696.99478149414,5.239953288155051e-09
50119.16160583496,8.019623237707874e-09
51581.85958862305,6.837306462940512e-09
53088.66500854492,6.829185155793245e-09
54638.38577270508,4.416886204009671e-09
56234.59815979004,4.854916559905959e-09
57876.1100769043,6.623426256961442e-09
59566.497802734375,6.9610572845190645e-09
61305.76133728027,9.481676764380165e-09
63096.28486633301,7.790833071993269e-09
64938.06838989258,7.070181540607472e-09
66834.68818664551,6.902416267103562e-09
68786.1442565918,7.672604920193866e-09
70794.82078552246,5.146888229424913e-09
72861.90986633301,8.682709090085791e-09
74989.79568481445,7.17930579669588e-09
77179.6703338623,8.799449107472092e-09
79432.72590637207,6.833065420691698e-09
81752.53868103027,8.051344438647135e-09
84139.10865783691,5.573066974176103e-09
86596.01211547852,6.95159233377114e-09
89125.6332397461,7.82078868049905e-09
91727.97203063965,8.561490713642398e-09
94406.6047668457,5.559398032673943e-09
97162.72354125977,5.96965506042932e-09
99999.90463256836,7.597777623834283e-09
102920.5322265625,3.201978082196371e-09
105925.7984161377,6.616945902118067e-09
109018.08738708496,7.310316481269832e-09
112202.16751098633,4.979667270231952e-09
115478.0387878418,5.753137673263971e-09
118850.4695892334,7.259082377242167e-09
122320.65200805664,5.287529764377988e-09
125892.16232299805,6.0599352867321895e-09
129568.57681274414,6.211187539968818e-09
133352.27966308594,4.927258523216851e-09
137245.65505981445,5.415086662030874e-09
141253.47137451172,2.2643371451669855e-09
145378.11279296875,4.792434788719413e-09
149623.15559387207,5.493198464131575e-09
153992.1760559082,6.64456552112524e-09
158488.75045776367,5.622626682244343e-09
163117.6471710205,5.789545099857816e-09
167880.05828857422,7.948245607606344e-09
172783.13636779785,6.345422356516701e-09
177828.0735015869,5.355605266486078e-09
183020.83015441895,4.07943069843582e-09
188364.98260498047,4.582798047570926e-09
193865.29922485352,5.499728301038018e-09
199526.54838562012,6.318749970503649e-09
205352.3063659668,4.20645916763171e-09
211348.5336303711,4.3203676082903735e-09
217519.99855041504,3.754215577086707e-09
223872.66159057617,2.935440591998844e-09
230408.9069366455,2.8665238828761315e-09
237137.0792388916,3.4126972273935517e-09
244061.94686889648,2.8488725814351276e-09
251188.2781982422,2.729450568416763e-09
258523.22578430176,2.5879168152772754e-09
266072.75009155273,2.6586836918470193e-09
273841.61949157715,2.6426377579973583e-09
281838.17863464355,1.375430085605357e-09
290068.3879852295,2.5761466767146708e-09
298538.2080078125,2.1117596993002412e-09
307255.98335266113,2.4152807416885477e-09
316227.67448425293,2.6973587007174413e-09
325461.62605285645,2.6017061298904052e-09
334964.9906158447,2.652600014422998e-09
344746.1128234863,1.6532175731563487e-09
354813.3373260498,1.6541527998154477e-09
365173.8166809082,2.3337679882270097e-09
375837.0876312256,3.2788565864877468e-09
386811.4948272705,2.3897255231073868e-09
398106.57501220703,2.2186333174357832e-09
409731.8649291992,9.844167964288543e-10
421696.90132141113,2.2762006528313965e-09
434010.0288391113,3.06224734347551e-09
446683.1684112549,1.7048183433029954e-09
459727.04887390137,1.9687301997703947e-09
473151.20697021484,1.367457796141449e-09
486967.5636291504,1.8430157463909167e-09
501186.8476867676,2.3391223833720886e-09
515822.172164917,7.30901080167454e-10
530884.2658996582,2.0944446531498722e-09
546386.2419128418,2.3750984130944135e-09
562341.2132263184,2.022410243649546e-09
578762.2928619385,2.4129346841288965e-09
595662.5938415527,1.9005992359171293e-09
613055.2291870117,2.628643381971233e-09
630956.8881988525,2.135814248189183e-09
649381.8759918213,1.1993544954325899e-09
668344.4976806641,1.4574204380986859e-09
687860.2504730225,1.6713745832554271e-09
707945.8236694336,2.4547040172260266e-09
728617.9065704346,2.62706820605935e-09
749894.380569458,1.6755272550574936e-09
771791.934967041,2.4646273608722295e-09
794328.4511566162,2.634344302276046e-09
817523.0026245117,1.7608389554799712e-09
841394.6628570557,2.315357814371512e-09
865964.8895263672,1.460309334087913e-09
891250.3719329834,2.8549794267586784e-09
917276.14402771,1.677311468727689e-09
944061.279296875,1.659143381053962e-09
971628.4275054932,2.7559143168643867e-09
1000000.2384185791,2.2428228993735315e-09
