# LNAmplifier Noise Density Measurement
# Generated: 2025-11-05 20:06:26
# LNA Filter: 1
# EEPROM Data Index: 1
# Sample Frequency: 5.0 MHz
# FFT Averages: 16
# Sample Size: 4194304 points
# FFT Bin Size: 1.19 Hz
# Total Test Frequencies: 401
# Unique Data Points: 378
# EEPROM Frequency Points: 201
# EEPROM Gain Points: 201
# Amplitude Spike Correction: Enabled
#
frequency,lna_input_noise_density,lna_gain_db
9.5367431640625,1.9920419483657194e-07,56.834972
10.728836059570312,1.8263597819772935e-07,57.24857126178994
11.920928955078125,1.9258833023866412e-07,57.78645224057077
13.113021850585938,1.892116343129462e-07,58.199533220124856
14.30511474609375,1.8193122996207754e-07,58.52333226840474
15.497207641601562,1.802904327410656e-07,58.78313297884009
16.689300537109375,1.8520020879289762e-07,58.99738191714828
17.881393432617188,1.6520631141879714e-07,59.173018062177405
19.073486328125,1.5189223542848932e-07,59.31721108915524
20.265579223632812,1.351923835380818e-07,59.44434159611681
21.457672119140625,1.0806150208465583e-07,59.55153066548657
22.649765014648438,9.36421327942084e-08,59.64123164951048
23.84185791015625,9.578178756065972e-08,59.72084187099549
25.033950805664062,8.263551015499289e-08,59.79389910746655
26.226043701171875,5.843894443799439e-08,59.85153757192973
27.418136596679688,6.636338236542422e-08,59.90619044470437
28.6102294921875,6.858465544733882e-08,59.95630600387277
29.802322387695312,6.494403616441843e-08,59.999796005758284
30.994415283203125,6.896963465132492e-08,60.03369424392229
32.18650817871094,6.818172466197369e-08,60.06797995635628
33.37860107421875,7.35802806759796e-08,60.10318035374612
34.57069396972656,7.169056218749272e-08,60.12925657411528
35.762786865234375,5.867821444207782e-08,60.154235136701274
36.95487976074219,6.037564202689096e-08,60.17890369113592
38.14697265625,6.468092468671445e-08,60.20149735662606
39.33906555175781,5.673551417513695e-08,60.22177436816583
40.531158447265625,4.2496104907221135e-08,60.239323628015796
41.72325134277344,4.196129084038727e-08,60.255087097963035
42.91534423828125,4.327335918918568e-08,60.269413233156385
44.10743713378906,4.0854150002670885e-08,60.282878926403214
46.49162292480469,3.488468040079166e-08,60.30746027614194
47.6837158203125,2.9323615541504006e-08,60.31910174859075
48.87580871582031,2.984160838570965e-08,60.33010041706275
50.067901611328125,3.165378472892648e-08,60.34109908553475
51.25999450683594,2.9096763384392882e-08,60.35180657886929
53.64418029785156,3.087759736913392e-08,60.371018280975676
54.836273193359375,3.106571569752134e-08,60.3770422384041
56.02836608886719,2.791527721085963e-08,60.383066195832534
58.41255187988281,2.182135200064756e-08,60.395265865603385
59.604644775390625,2.686425247449984e-08,60.401372867721975
60.79673767089844,3.168730830537759e-08,60.408828589015336
63.18092346191406,2.527462804436066e-08,60.423655791515166
64.37301635742188,2.758195861152164e-08,60.428421112616086
66.7572021484375,2.568579984114053e-08,60.43830501353097
69.14138793945312,1.4758952088486488e-08,60.445258468829415
70.33348083496094,1.9044202828240396e-08,60.44868617351054
72.71766662597656,1.9474533247814174e-08,60.45495766521124
75.10185241699219,1.4426019256460287e-08,60.46108915114275
77.48603820800781,2.1168452392649594e-08,60.46792227621761
79.87022399902344,1.9999790477851744e-08,60.47437650916494
82.25440979003906,1.8771848221824074e-08,60.479285005397315
84.63859558105469,1.859890412201817e-08,60.48409548050289
87.02278137207031,1.6068205777900445e-08,60.4885357182745
89.40696716308594,1.3050890419360354e-08,60.493074424190816
91.79115295410156,1.2552312266165743e-08,60.49834753545483
94.17533874511719,1.6871538595434587e-08,60.50362064671885
97.75161743164062,1.3407520316300066e-08,60.507749299357954
100.13580322265625,1.3291678909601664e-08,60.51032787570895
102.51998901367188,1.4693861082270771e-08,60.513359178084634
106.09626770019531,1.4663050227022498e-08,60.517869535266506
