# LNAmplifier Noise Density Measurement
# Generated: 2025-11-23 20:38:34
# LNA Filter: 1
# EEPROM Data Index: 1
# Sample Frequency: 5.0 MHz
# FFT Averages: 8
# Sample Size: 4194304 points
# FFT Bin Size: 1.19 Hz
# Total Test Frequencies: 401
# Unique Data Points: 378
# EEPROM Frequency Points: 201
# EEPROM Gain Points: 201
# Amplitude Spike Correction: Enabled
#
frequency,lna_input_noise_density,lna_gain_db
9.5367431640625,9.54131886931096e-09,56.854748
10.728836059570312,6.280596153560734e-09,57.284546382579194
11.920928955078125,2.166220908364363e-09,57.81569319342385
13.113021850585938,2.325805701156658e-09,58.230457284674024
14.30511474609375,2.52519077553139e-09,58.55749419426549
15.497207641601562,2.891443879764269e-09,58.819721026982414
16.689300537109375,3.11650638112561e-09,59.03614831148895
17.881393432617188,2.712650660047146e-09,59.215316199128964
19.073486328125,2.712650660047146e-09,59.361357044905354
20.265579223632812,2.712650660047146e-09,59.48736355703061
21.457672119140625,3.1120222699419263e-09,59.59873262311339
22.649765014648438,2.275536665112366e-09,59.68975649920228
23.84185791015625,2.5338574403300235e-09,59.76844574066364
25.033950805664062,2.2321261544398566e-09,59.83897710383707
26.226043701171875,1.7013562471995625e-09,59.90264878043517
27.418136596679688,2.9319819371525958e-09,59.95416031353672
28.6102294921875,2.539261022103138e-09,60.002682223015725
29.802322387695312,2.634464534055393e-09,60.04733585094942
30.994415283203125,4.1525046538692044e-09,60.08563459970118
32.18650817871094,2.544664603876252e-09,60.120757955706495
33.37860107421875,2.49128167434878e-09,60.15149616659602
34.57069396972656,2.724264464234534e-09,60.18149067097585
35.762786865234375,3.1670589671903352e-09,60.20659365737944
36.95487976074219,4.088081056703891e-09,60.23123408671294
38.14697265625,2.999556148203456e-09,60.2519982257318
39.33906555175781,2.999556148203456e-09,60.27198729355487
40.531158447265625,3.142926364666176e-09,60.29049802078384
41.72325134277344,3.1187937621420164e-09,60.30804091589101
42.91534423828125,2.880318534264895e-09,60.324688360303895
44.10743713378906,2.80016086698243e-09,60.33808405862352
46.49162292480469,2.6689864060620816e-09,60.363732794845596
47.6837158203125,2.8402397006236623e-09,60.37538839061561
48.87580871582031,2.7345736365222557e-09,60.38704398638562
50.067901611328125,2.7345736365222557e-09,60.39649145566169
51.25999450683594,2.6687998497791292e-09,60.40573214817817
53.64418029785156,2.5759583049583346e-09,60.422891526121376
54.836273193359375,2.319820871357999e-09,60.43077764570066
56.02836608886719,2.6648585847937033e-09,60.43866376527995
58.41255187988281,2.6668292172864164e-09,60.45200519220862
59.604644775390625,2.6668292172864164e-09,60.45856110083685
60.79673767089844,3.5102584976654976e-09,60.46460303389849
