# LNAmplifier Noise Density Measurement
# Generated: 2025-10-26 12:47:35
# LNA Filter: 1
# EEPROM Data Index: 1
# Sample Frequency: 5.0 MHz
# FFT Averages: 4
# Sample Size: 4194304 points
# FFT Bin Size: 1.19 Hz
# Total Test Frequencies: 401
# Unique Data Points: 378
# EEPROM Frequency Points: 201
# EEPROM Gain Points: 201
# Amplitude Spike Correction: Enabled
#
frequency,lna_input_noise_density
9.5367431640625,2.6554417346266944e-07
10.728836059570312,1.9119750729161563e-07
11.920928955078125,1.668118501855549e-07
13.113021850585938,8.97168089850402e-08
14.30511474609375,8.392508719600406e-08
15.497207641601562,1.0823232772558974e-07
16.689300537109375,8.395240640115811e-08
17.881393432617188,1.029723615661281e-07
19.073486328125,1.2497565291396094e-07
20.265579223632812,9.8377809593299e-08
21.457672119140625,7.343577299457892e-08
22.649765014648438,6.136252922160859e-08
23.84185791015625,5.4181026704980005e-08
25.033950805664062,6.034226294738949e-08
26.226043701171875,7.815552474153247e-08
27.418136596679688,7.382798819853379e-08
28.6102294921875,8.23343430047706e-08
29.802322387695312,6.708512557296164e-08
30.994415283203125,6.708512557296164e-08
32.18650817871094,8.004337359451017e-08
33.37860107421875,4.002252499007965e-08
34.57069396972656,4.6899842293233276e-08
35.762786865234375,5.523132826570715e-08
36.95487976074219,5.0135408825484267e-08
38.14697265625,4.320785068234807e-08
39.33906555175781,5.532694634073023e-08
40.531158447265625,6.393215918741769e-08
41.72325134277344,5.87891054205636e-08
42.91534423828125,5.18940975006233e-08
44.10743713378906,4.451169594747702e-08
46.49162292480469,3.936898825749948e-08
47.6837158203125,4.249948349892726e-08
48.87580871582031,4.341843341510673e-08
50.067901611328125,3.0231340277429645e-08
51.25999450683594,2.1095593590330433e-08
53.64418029785156,1.7922745633103595e-08
54.836273193359375,2.524089495356819e-08
56.02836608886719,3.403541805265586e-08
58.41255187988281,2.787820735454447e-08
59.604644775390625,2.541692986761738e-08
60.79673767089844,2.541692986761738e-08
63.18092346191406,2.541692986761738e-08
64.37301635742188,2.5525074431659298e-08
66.7572021484375,2.5308785303575456e-08
69.14138793945312,1.74628670980336e-08
70.33348083496094,1.648854477088487e-08
72.71766662597656,2.3704737502154802e-08
75.10185241699219,1.0276566472763162e-08
77.48603820800781,2.016815714204563e-08
79.87022399902344,1.5807340659841303e-08
82.25440979003906,1.973777457674002e-08
84.63859558105469,1.891781807509023e-08
87.02278137207031,1.5879547186604487e-08
89.40696716308594,1.4769957242546735e-08
91.79115295410156,1.2904883570074574e-08
94.17533874511719,1.002501509620472e-08
97.75161743164062,1.6231525362691028e-08
100.13580322265625,1.595175371336767e-08
102.51998901367188,8.99725522279123e-09
106.09626770019531,1.2205727872079084e-08
108.48045349121094,1.1966815466254943e-08
112.05673217773438,1.0716021036460019e-08
115.63301086425781,1.5347658732920172e-08
119.20928955078125,1.4609465699551445e-08
