# LNAmplifier Noise Density Measurement
# Generated: 2025-10-22 12:07:50
# LNA Filter: 1
# EEPROM Data Index: 1
# Sample Frequency: 5.0 MHz
# FFT Averages: 16
# Sample Size: 4194304 points
# FFT Bin Size: 1.19 Hz
# Total Test Frequencies: 401
# Unique Data Points: 378
# EEPROM Frequency Points: 201
# EEPROM Gain Points: 201
# Amplitude Spike Correction: Enabled
#
frequency,lna_input_noise_density
9.5367431640625,8.167148338451048e-09
10.728836059570312,8.283940417694817e-09
11.920928955078125,7.453463042414211e-09
13.113021850585938,7.098709341277361e-09
14.30511474609375,6.240934864463384e-09
15.497207641601562,5.683649311643567e-09
16.689300537109375,5.568299459098012e-09
17.881393432617188,5.58888484092616e-09
19.073486328125,5.321030805042905e-09
20.265579223632812,5.381578976702592e-09
21.457672119140625,4.9590691773269104e-09
22.649765014648438,5.114032660346485e-09
23.84185791015625,5.256864034975102e-09
25.033950805664062,5.286806437657957e-09
26.226043701171875,5.469701764045178e-09
27.418136596679688,6.017796990357576e-09
28.6102294921875,6.010618145948003e-09
29.802322387695312,5.665035358344105e-09
30.994415283203125,5.240651483789506e-09
32.18650817871094,5.683508680772197e-09
33.37860107421875,6.1236730949889266e-09
34.57069396972656,6.1661777571643776e-09
35.762786865234375,5.782515405460758e-09
36.95487976074219,4.798996347619574e-09
38.14697265625,5.007603700146595e-09
39.33906555175781,5.502589861725415e-09
40.531158447265625,5.097332555102343e-09
41.72325134277344,4.358463348331664e-09
42.91534423828125,4.029926322254692e-09
44.10743713378906,3.990755537198454e-09
46.49162292480469,4.225432258050551e-09
47.6837158203125,4.5146949272377496e-09
48.87580871582031,4.442898311083605e-09
50.067901611328125,3.958681670233615e-09
51.25999450683594,3.675050755657076e-09
53.64418029785156,4.844861768079383e-09
54.836273193359375,4.728606019765137e-09
56.02836608886719,4.269294545921045e-09
58.41255187988281,4.299127319938374e-09
59.604644775390625,4.284210932929709e-09
60.79673767089844,5.7527879987064075e-09
63.18092346191406,4.1789265730713605e-09
64.37301635742188,4.369306501579306e-09
66.7572021484375,4.015552712166206e-09
69.14138793945312,3.5582482820100435e-09
70.33348083496094,3.6841265402592306e-09
72.71766662597656,3.155249632182044e-09
75.10185241699219,4.065200602752068e-09
77.48603820800781,4.210627926131189e-09
79.87022399902344,3.2468990989822636e-09
82.25440979003906,3.6008630280288463e-09
84.63859558105469,3.7402836491797695e-09
87.02278137207031,3.6519515333435554e-09
89.40696716308594,3.83184566410555e-09
91.79115295410156,2.9523149889249487e-09
94.17533874511719,3.616826526525015e-09
97.75161743164062,3.4878089193776532e-09
100.13580322265625,3.1843711048059754e-09
102.51998901367188,2.962720122198425e-09
106.09626770019531,3.6705978879413816e-09
108.48045349121094,2.6755478705486616e-09
112.05673217773438,2.992068501663792e-09
115.63301086425781,3.2238442171955253e-09
119.20928955078125,3.392610419891358e-09
122.78556823730469,2.71184587507689e-09
126.36184692382812,2.9202592698470103e-09
129.93812561035156,3.750805589839627e-09
133.514404296875,3.77868247513232e-09
137.09068298339844,2.44715333248296e-09
140.66696166992188,3.2394407857669704e-09
145.43533325195312,3.4206613635166557e-09
150.20370483398438,2.3088954672982383e-09
153.7799835205078,2.2042340726462063e-09
158.54835510253906,3.185809298648048e-09
163.3167266845703,2.735850965682753e-09
168.08509826660156,3.41699646655301e-09
172.8534698486328,1.8695895880222546e-09
177.62184143066406,3.094367189754208e-09
183.58230590820312,2.833790063321034e-09
188.35067749023438,2.967266973242615e-09
194.31114196777344,2.289185284929486e-09
199.0795135498047,2.6531106326078005e-09
205.03997802734375,2.765224564787133e-09
211.0004425048828,2.6671508070739345e-09
216.96090698242188,2.3419345892585885e-09
224.11346435546875,3.0432430597423406e-09
230.0739288330078,2.783755020059835e-09
237.2264862060547,2.5889426798403557e-09
244.37904357910156,2.477214299190709e-09
251.53160095214844,2.209484181583755e-09
258.6841583251953,2.4301855026525578e-09
265.8367156982422,2.3773313090107507e-09
274.1813659667969,1.889733153485916e-09
281.33392333984375,2.2756640910252426e-09
289.67857360839844,2.1445458616801165e-09
298.0232238769531,2.285357954300672e-09
307.5599670410156,2.617556525685075e-09
315.9046173095703,2.513721467263993e-09
325.4413604736328,1.8538643015948044e-09
334.9781036376953,2.369506528800447e-09
344.5148468017578,1.8434268506896446e-09
355.2436828613281,2.2005144495130504e-09
364.7804260253906,2.1793011946897433e-09
375.50926208496094,1.5613839677863652e-09
386.23809814453125,2.701672744643584e-09
398.1590270996094,2.725270513275214e-09
410.0799560546875,2.070873339259907e-09
422.0008850097656,1.950100389852043e-09
433.92181396484375,2.0753817874489537e-09
447.0348358154297,1.8395932961763347e-09
460.1478576660156,1.8415121628872281e-09
473.26087951660156,2.427269745345671e-09
486.3739013671875,1.8286894234170659e-09
500.67901611328125,1.8645603722171875e-09
516.1762237548828,2.0143702162023155e-09
530.4813385009766,1.5163650836610282e-09
545.9785461425781,1.645829794296639e-09
562.6678466796875,1.638986705616764e-09
579.3571472167969,1.805512439525343e-09
596.0464477539062,1.897472380956459e-09
612.7357482910156,1.7329539773332562e-09
630.6171417236328,1.565364219774766e-09
649.6906280517578,1.2641532277358362e-09
668.7641143798828,1.8169931135206273e-09
687.8376007080078,1.5259292800794896e-09
708.1031799316406,1.983995351307498e-09
728.3687591552734,1.804332240938762e-09
749.8264312744141,1.8668101311341552e-09
771.2841033935547,1.8053600149728325e-09
793.9338684082031,1.8743904167234284e-09
817.7757263183594,1.708687681071337e-09
841.6175842285156,1.734369222249667e-09
865.4594421386719,1.6612448701997835e-09
891.6854858398438,1.9201621371411428e-09
916.7194366455078,1.7516550631657177e-09
944.1375732421875,1.7747719652442503e-09
971.5557098388672,1.576583757131653e-09
1000.1659393310547,1.7190612404701837e-09
1028.7761688232422,1.5726593152939088e-09
1059.7705841064453,1.7443796700118143e-09
1090.7649993896484,1.7035070091539086e-09
1121.7594146728516,1.6925815037849529e-09
1155.1380157470703,1.788815707374372e-09
1188.516616821289,1.3756896919005855e-09
1223.0873107910156,1.7246114645630678e-09
1258.85009765625,1.375396678741453e-09
1295.8049774169922,1.6811497892304576e-09
1333.9519500732422,1.8497240881143575e-09
1372.0989227294922,1.6662999216427108e-09
1412.6300811767578,1.8094313084860598e-09
1454.3533325195312,1.7962739024204318e-09
1496.0765838623047,1.2064972595062339e-09
1540.1840209960938,1.540144205569678e-09
1585.4835510253906,2.028454117695102e-09
1630.7830810546875,1.670615139419225e-09
1678.466796875,1.5796492885091219e-09
1727.3426055908203,1.1761549394161077e-09
1778.6026000976562,1.9681077603193328e-09
1829.8625946044922,2.0713364280230053e-09
1883.5067749023438,1.4781751499912532e-09
1938.3430480957031,1.4022107771829024e-09
1995.5635070800781,1.5099682470789671e-09
2053.976058959961,1.8502046175506814e-09
2113.5807037353516,1.5784246222506994e-09
2175.569534301758,1.7800574996345756e-09
2238.750457763672,1.3891485731877013e-09
2304.3155670166016,1.7219465135069755e-09
2371.072769165039,1.4675580163216642e-09
2440.214157104492,1.7230654399535737e-09
2511.739730834961,1.7077249948378815e-09
2585.6494903564453,1.4594514112426993e-09
2660.7513427734375,1.6050117939143764e-09
2738.2373809814453,1.8710047468453376e-09
2818.1076049804688,1.4116983650022434e-09
2900.362014770508,1.8605222314869522e-09
2985.0006103515625,1.7233985154989441e-09
3072.023391723633,1.792354495326218e-09
3162.6224517822266,1.6269253321578249e-09
3254.413604736328,1.9579649597418757e-09
3349.781036376953,1.3001686590103598e-09
3447.5326538085938,1.5997653780320069e-09
3547.66845703125,1.7979052702990468e-09
3651.3805389404297,1.5294016664549772e-09
3758.668899536133,1.860980828121357e-09
3868.3414459228516,1.6383774240923817e-09
3981.5902709960938,1.7664295551210323e-09
4097.223281860352,1.6030651718299166e-09
4216.432571411133,1.7288388192588312e-09
4340.410232543945,1.658980163025547e-09
4466.772079467773,1.6630313363253167e-09
4596.710205078125,1.2911673140525218e-09
4731.416702270508,1.140873016763139e-09
4869.699478149414,1.6846453249588882e-09
5011.558532714844,1.370450160224197e-09
5158.185958862305,1.6229068366064352e-09
5308.389663696289,1.6176138442081167e-09
5463.361740112305,1.5065161232875158e-09
5623.102188110352,1.1977007204627176e-09
5787.61100769043,1.4139244206942093e-09
5956.888198852539,1.5226906238477135e-09
6130.93376159668,1.578592744384289e-09
6309.747695922852,1.8209929925889608e-09
6493.330001831055,1.5428423677023624e-09
6682.872772216797,1.6388923121089355e-09
6878.376007080078,1.4230363860744282e-09
7079.839706420898,1.5263184539200615e-09
7286.07177734375,1.687933164693529e-09
7499.456405639648,1.7255211007427542e-09
7717.609405517578,1.51855392067713e-09
7942.914962768555,1.8311499864365229e-09
8175.373077392578,1.4122945454039197e-09
8413.79165649414,1.6715797501239512e-09
8659.36279296875,1.6036170496440863e-09
8912.086486816406,1.3637495401337e-09
9173.154830932617,1.4056175531786506e-09
9440.183639526367,1.864556703411405e-09
9716.74919128418,1.2274370448702317e-09
10000.467300415039,1.7574903934496672e-09
10292.530059814453,1.7431216490947587e-09
10592.937469482422,1.6589197387785716e-09
10901.689529418945,1.4753463349708398e-09
11219.978332519531,1.65859556183091e-09
11547.80387878418,1.5191292749368856e-09
11885.16616821289,1.35975724303968e-09
12232.065200805664,1.3268862422204555e-09
12589.693069458008,1.8067800262132467e-09
12956.857681274414,1.0666608408390719e-09
13334.75112915039,1.449104536830603e-09
13724.565505981445,1.6877973371034902e-09
14125.10871887207,1.6419447452048392e-09
14537.572860717773,1.5758981714550426e-09
14961.957931518555,1.4745423644237325e-09
15399.456024169922,1.6349763107851319e-09
15848.875045776367,1.4324257270098304e-09
16311.407089233398,1.4736263383590298e-09
16788.244247436523,1.4863774809822846e-09
17278.194427490234,1.1761944802315433e-09
17782.44972229004,1.0457082273898978e-09
18302.202224731445,1.3831898983746123e-09
18836.259841918945,1.3310590439763968e-09
19387.006759643555,1.811035641246165e-09
19952.058792114258,1.4866296621981e-09
20534.992218017578,1.3524145474569197e-09
21134.614944458008,1.5984206985767476e-09
21752.119064331055,1.6011964791089191e-09
22387.50457763672,1.568406777578702e-09
23040.771484375,1.5438105120000316e-09
23714.303970336914,1.5755065788470797e-09
24405.717849731445,1.4366854769884859e-09
25118.589401245117,1.4865126074604055e-09
25852.91862487793,1.6032739966836228e-09
26607.513427734375,1.5874895375040351e-09
27384.75799560547,1.8567458605443535e-09
28183.460235595703,1.5008590933496877e-09
29007.1964263916,1.5177078148761872e-09
29853.58238220215,1.4158497181534928e-09
30725.00228881836,1.1422879360565599e-09
31622.648239135742,1.5435863690773687e-09
32546.520233154297,1.6519980592782648e-09
33496.61827087402,1.2841663172882102e-09
34474.13444519043,1.5194218140952007e-09
35481.45294189453,1.7751739828372747e-09
36517.38166809082,1.7517139376237925e-09
37584.30480957031,1.7187516404056725e-09
38681.0302734375,1.361322292332111e-09
39811.134338378906,1.6569507438805325e-09
40973.42491149902,1.164570592941705e-09
42169.09408569336,1.1981077321528504e-09
43400.52604675293,1.6882038098411905e-09
