# LNAmplifier Noise Density Measurement
# Generated: 2025-10-22 12:11:57
# LNA Filter: 3
# EEPROM Data Index: 3
# Sample Frequency: 5.0 MHz
# FFT Averages: 16
# Sample Size: 4194304 points
# FFT Bin Size: 1.19 Hz
# Total Test Frequencies: 401
# Unique Data Points: 354
# EEPROM Frequency Points: 201
# EEPROM Gain Points: 201
# Amplitude Spike Correction: Enabled
#
frequency,lna_input_noise_density
9.5367431640625,7.055677075462631e-08
10.728836059570312,6.899204959947863e-08
11.920928955078125,5.882902889806813e-08
13.113021850585938,5.196023084616547e-08
14.30511474609375,5.280117006894511e-08
15.497207641601562,4.533369024268261e-08
16.689300537109375,4.4180004339680895e-08
17.881393432617188,4.627549546022597e-08
19.073486328125,4.488951090531709e-08
20.265579223632812,4.285430536275089e-08
21.457672119140625,3.9838662985356295e-08
22.649765014648438,4.3365574392560876e-08
23.84185791015625,4.239407807612709e-08
25.033950805664062,3.753437254288584e-08
26.226043701171875,3.1695779755502e-08
27.418136596679688,2.927145915044121e-08
28.6102294921875,3.291185102935621e-08
29.802322387695312,3.872017675773298e-08
30.994415283203125,3.9371064507032793e-08
32.18650817871094,3.513972002158833e-08
33.37860107421875,3.3368851250507904e-08
34.57069396972656,3.189906297006866e-08
35.762786865234375,2.9106725316266914e-08
36.95487976074219,2.914994511436832e-08
38.14697265625,2.8436348995230142e-08
39.33906555175781,2.7647367562493643e-08
40.531158447265625,2.8475439623293263e-08
41.72325134277344,2.253730394552668e-08
42.91534423828125,2.226579806436537e-08
44.10743713378906,2.6220434629488015e-08
45.299530029296875,2.7005663199800016e-08
46.49162292480469,2.6931075910217865e-08
47.6837158203125,2.6888629598787043e-08
48.87580871582031,2.970943449837149e-08
50.067901611328125,2.973530601876397e-08
51.25999450683594,3.0161113486281464e-08
52.45208740234375,3.155467939850459e-08
53.64418029785156,2.899333670544623e-08
54.836273193359375,2.5010381492329486e-08
56.02836608886719,3.029283886492747e-08
57.220458984375,3.257375616649544e-08
58.41255187988281,3.010859560797428e-08
59.604644775390625,2.5527683132000602e-08
60.79673767089844,2.259011153392138e-08
61.98883056640625,2.345290771924112e-08
63.18092346191406,2.9211387347653447e-08
64.37301635742188,2.6843665028162384e-08
65.56510925292969,2.758203597182108e-08
66.7572021484375,3.0501361413982756e-08
67.94929504394531,2.7349909411513958e-08
69.14138793945312,2.4879564543866798e-08
71.52557373046875,2.740217624206243e-08
72.71766662597656,2.8901603083312307e-08
73.90975952148438,2.470103591905737e-08
75.10185241699219,2.1275698345459265e-08
77.48603820800781,2.3529915626070284e-08
78.67813110351562,2.237761514344992e-08
79.87022399902344,2.39176539527887e-08
82.25440979003906,2.4704602223204382e-08
83.44650268554688,2.4205624709035002e-08
84.63859558105469,2.25680639959629e-08
87.02278137207031,2.4959254449661704e-08
88.21487426757812,2.6154388446428104e-08
90.59906005859375,2.0493030661555403e-08
91.79115295410156,1.869079556716265e-08
94.17533874511719,2.080544445345984e-08
96.55952453613281,2.586549064773371e-08
97.75161743164062,2.540185474811226e-08
100.13580322265625,2.2602484507927444e-08
102.51998901367188,2.6672491936537218e-08
103.71208190917969,2.4984857127531556e-08
106.09626770019531,2.8411363548738333e-08
108.48045349121094,2.642261815972297e-08
110.86463928222656,2.591632659939914e-08
113.24882507324219,2.626874614231726e-08
114.44091796875,2.6759699717152435e-08
