# LNAmplifier Noise Density Measurement
# Generated: 2025-10-27 10:08:18
# LNA Filter: 1
# EEPROM Data Index: 1
# Sample Frequency: 5.0 MHz
# FFT Averages: 4
# Sample Size: 4194304 points
# FFT Bin Size: 1.19 Hz
# Total Test Frequencies: 401
# Unique Data Points: 378
# EEPROM Frequency Points: 201
# EEPROM Gain Points: 201
# Amplitude Spike Correction: Enabled
#
frequency,lna_input_noise_density,lna_gain_db
9.5367431640625,1.9855814657619003e-07,56.656616
10.728836059570312,2.3677425854899324e-07,57.117863758156155
11.920928955078125,1.6820849954680818e-07,57.72055962388786
13.113021850585938,1.0341580032110449e-07,58.18038832914928
14.30511474609375,1.180619756960181e-07,58.53775668866755
15.497207641601562,1.2098714996877576e-07,58.82478725270374
16.689300537109375,1.6937833986436084e-07,59.06396142092515
17.881393432617188,1.107388880085613e-07,59.25133118237187
19.073486328125,9.622809008473536e-08,59.41128112337103
20.265579223632812,8.904037984836625e-08,59.54716688434165
21.457672119140625,5.297305983242013e-08,59.66407206656864
22.649765014648438,7.682697748001898e-08,59.764389054178814
23.84185791015625,6.873579376196553e-08,59.848615452934794
25.033950805664062,8.23044837320998e-08,59.92433917291273
26.226043701171875,7.338257772867418e-08,59.98720214778406
27.418136596679688,5.2212351819668874e-08,60.042403420735525
28.6102294921875,4.8187604320847095e-08,60.09250252048701
29.802322387695312,6.535471343257524e-08,60.1390748338726
30.994415283203125,7.398607082306131e-08,60.17693109248845
32.18650817871094,8.183888763795288e-08,60.213003546742534
33.37860107421875,7.794710167494038e-08,60.24752638944639
34.57069396972656,6.186065939849562e-08,60.276310252051694
35.762786865234375,4.555432290500019e-08,60.30334407975878
36.95487976074219,6.065413007660703e-08,60.32675442791635
38.14697265625,6.287692830213188e-08,60.34808621662024
39.33906555175781,5.1166963657611805e-08,60.36709725317871
40.531158447265625,4.480763227079505e-08,60.38584064886944
41.72325134277344,4.046035634160419e-08,60.404408826866785
42.91534423828125,4.833071145172677e-08,60.42075155482017
44.10743713378906,5.334761911628638e-08,60.43576204575462
46.49162292480469,2.6247905069510714e-08,60.464023440033074
47.6837158203125,3.726800177080834e-08,60.47684992393367
48.87580871582031,3.710695650157031e-08,60.487367265127276
50.067901611328125,5.0607247362258926e-08,60.49788460632087
51.25999450683594,6.150440293890633e-08,60.50722575260999
53.64418029785156,4.3262847746308384e-08,60.52396928901524
54.836273193359375,4.609278310677027e-08,60.529324002053976
56.02836608886719,4.9974221008077567e-08,60.53467871509271
58.41255187988281,5.029073418516824e-08,60.54665564721095
59.604644775390625,4.803350205742392e-08,60.55270397631563
60.79673767089844,4.4677815426539324e-08,60.557751807909455
63.18092346191406,3.783673974303071e-08,60.56790996149453
64.37301635742188,2.066207729188635e-08,60.574630267944336
66.7572021484375,2.9580696379291144e-08,60.58785195435432
69.14138793945312,1.7074910649309934e-08,60.59412236927111
70.33348083496094,2.1675864641639053e-08,60.597141289991846
72.71766662597656,2.4927134082115697e-08,60.60457314251449
75.10185241699219,1.0812911667759865e-08,60.61233923667172
77.48603820800781,1.1337822021215776e-08,60.61810076462837
79.87022399902344,2.013046856648255e-08,60.62369614933822
82.25440979003906,1.5207411483495684e-08,60.62815026774599
84.63859558105469,2.1852099629506533e-08,60.63241017869988
87.02278137207031,1.8213743347757907e-08,60.63593654524029
89.40696716308594,2.176357067166138e-08,60.63971239135465
91.79115295410156,1.814856385135041e-08,60.645348931948085
94.17533874511719,1.4162004853034092e-08,60.650985472541514
97.75161743164062,1.235336709486287e-08,60.653815014090576
100.13580322265625,1.0725829851121302e-08,60.655442713773965
102.51998901367188,1.159423343066024e-08,60.658819925731635
106.09626770019531,1.4670457058100154e-08,60.663744320786755
108.48045349121094,1.2490306290931407e-08,60.66487722664684
112.05673217773438,8.98231956276059e-09,60.66679229435291
115.63301086425781,1.0222812630527497e-08,60.66941587714782
119.20928955078125,1.1645260983479214e-08,60.67228182262541
122.78556823730469,1.3154948742677488e-08,60.677050823912644
126.36184692382812,1.169628853629819e-08,60.681285916085564
129.93812561035156,9.769662113376929e-09,60.68198634798005
133.514404296875,1.476117333813386e-08,60.682686779874544
137.09068298339844,1.0985676702017754e-08,60.68535897505219
140.66696166992188,8.798107475344644e-09,60.68794559063057
145.43533325195312,1.3755295325840065e-08,60.68920483582786
150.20370483398438,6.699296313801876e-09,60.690099368853716
153.7799835205078,9.086861460790232e-09,60.69045918494473
158.54835510253906,9.069742211803914e-09,60.69093893973275
163.3167266845703,9.816747605612174e-09,60.69385892500147
168.08509826660156,1.1284939590952737e-08,60.69674906781513
172.8534698486328,5.57753358073201e-09,60.69791031852486
177.62184143066406,9.078301836297073e-09,60.69914273210022
183.58230590820312,8.823450428717319e-09,60.699068755969115
188.35067749023438,9.993250113645731e-09,60.69896331480645
194.31114196777344,8.577158645630724e-09,60.700162227685645
199.0795135498047,5.376493759837459e-09,60.7011239067951
205.03997802734375,5.422226027216857e-09,60.702968019527965
211.0004425048828,6.685137464815545e-09,60.70486414735925
216.96090698242188,7.2952380969749475e-09,60.70508972075532
224.11346435546875,7.268901385351994e-09,60.7052359336539
230.0739288330078,9.377238264922822e-09,60.705730314495526
237.2264862060547,8.341384956768307e-09,60.70630617443723
244.37904357910156,9.462019808540825e-09,60.71008133494085
251.53160095214844,4.308721503406817e-09,60.71381712695799
258.6841583251953,5.268818671854463e-09,60.712293388106275
265.8367156982422,8.680015318736177e-09,60.71101029887488
274.1813659667969,6.581442623630607e-09,60.70887055090932
281.33392333984375,7.999361617122312e-09,60.707020459476
289.67857360839844,6.028776087968331e-09,60.71135662078991
298.0232238769531,6.305109355799469e-09,60.716110578168724
307.5599670410156,2.9709991234822736e-09,60.71530851256848
315.9046173095703,8.375450290506007e-09,60.714295237745034
325.4413604736328,7.302680399097303e-09,60.71450579118818
334.9781036376953,5.5109246545234765e-09,60.714764342945806
344.5148468017578,5.239644255503372e-09,60.714802490229744
355.2436828613281,4.832755114952876e-09,60.714845734378706
364.7804260253906,4.394466602678626e-09,60.71572483843469
375.50926208496094,5.803199809582405e-09,60.716673000596025
386.23809814453125,6.139363837128142e-09,60.717489415809645
398.1590270996094,5.173673339388052e-09,60.71839192539116
410.0799560546875,5.8772139250472835e-09,60.71862401106837
422.0008850097656,4.522020222721634e-09,60.71885900007141
433.92181396484375,3.926819569202255e-09,60.7200976903521
447.0348358154297,3.1972034186457953e-09,60.721432760832606
460.1478576660156,3.884091928127492e-09,60.72209596260447
473.26087951660156,3.729325249650208e-09,60.72277669139384
486.3739013671875,4.649573842764641e-09,60.72097172513817
500.67901611328125,4.921434114037744e-09,60.719025154597155
516.1762237548828,3.072796446874485e-09,60.719858956749086
530.4813385009766,5.328063006720513e-09,60.72072071543742
545.9785461425781,5.227432985582407e-09,60.72081073734711
562.6678466796875,3.4875190519831945e-09,60.72088342212789
579.3571472167969,3.91267648632665e-09,60.72217756020645
596.0464477539062,3.7156745911261806e-09,60.72344825832744
612.7357482910156,4.765042891923209e-09,60.72176945677438
630.6171417236328,3.839932438535495e-09,60.72004186746073
649.6906280517578,4.809019957550734e-09,60.72029761616428
668.7641143798828,4.754396563283476e-09,60.720591473562564
687.8376007080078,3.0509115082128007e-09,60.721410980592985
708.1031799316406,4.502347974215817e-09,60.72226966841895
728.3687591552734,3.843701482367337e-09,60.72140320743086
749.8264312744141,4.741004749308947e-09,60.72049985411158
771.2841033935547,3.2518047210649183e-09,60.719490905058635
793.9338684082031,5.139848678992249e-09,60.718425550003765
817.7757263183594,3.001424588294283e-09,60.72214678838508
841.6175842285156,4.508811726451617e-09,60.725949478733185
865.4594421386719,4.774946895880346e-09,60.72296628363426
891.6854858398438,2.7417075158413612e-09,60.71975376809126
916.7194366455078,5.877764184306546e-09,60.72257376917282
944.1375732421875,4.276618703594288e-09,60.725552334601396
971.5557098388672,5.000935601761205e-09,60.7228967071896
1000.1659393310547,4.523471307168775e-09,60.720142022830714
1028.7761688232422,4.745756517191198e-09,60.723283110902244
1059.7705841064453,3.3572698427867682e-09,60.726649124832214
1090.7649993896484,5.0631822615014135e-09,60.72551458895596
1121.7594146728516,4.34143190925998e-09,60.72445386440657
1155.1380157470703,4.9451089224663675e-09,60.725554901514606
1188.516616821289,2.9865616723577194e-09,60.726673483236205
1223.0873107910156,4.286764976436624e-09,60.728859394359276
1258.85009765625,5.00414559198389e-09,60.7311202386042
1295.8049774169922,7.580196643760522e-09,60.727545615248516
1333.9519500732422,7.627611789778603e-09,60.72384322066214
1372.0989227294922,6.838432524699629e-09,60.722557035006126
1412.6300811767578,4.7872640173130034e-09,60.72116181641847
1454.3533325195312,6.184055028586882e-09,60.72059495347288
1496.0765838623047,7.209314584230076e-09,60.720026167708355
1540.1840209960938,6.48034223314336e-09,60.72797369585529
1585.4835510253906,4.7618104336758204e-09,60.73616778895766
1630.7830810546875,8.010831950576856e-09,60.72669204471796
1678.466796875,7.093909027226653e-09,60.71695685965946
1727.3426055908203,8.955975218652924e-09,60.72518990184663
1778.6026000976562,7.673248287938309e-09,60.73395727604213
1829.8625946044922,8.706960263455919e-09,60.723903532808414
1883.5067749023438,6.514569766514996e-09,60.71350557707106
1938.3430480957031,5.705233098605313e-09,60.72397594033069
1995.5635070800781,4.530838921205475e-09,60.73495880797726
2053.976058959961,5.885303053200655e-09,60.73273772351377
2113.5807037353516,8.603500250905008e-09,60.730541621739945
2175.569534301758,6.275221787949632e-09,60.72511187155964
2238.750457763672,8.422482201337697e-09,60.71958243864766
2304.3155670166016,6.268166773862632e-09,60.72854156052175
2371.072769165039,6.561355675297529e-09,60.73765689872016
2440.214157104492,7.840863738133152e-09,60.72489974583211
2511.739730834961,6.8474895626454266e-09,60.71160228150504
2585.6494903564453,7.051825438049037e-09,60.71435030709214
2660.7513427734375,5.963701076563167e-09,60.71717598745022
2738.2373809814453,5.447789502386903e-09,60.71250285801288
2818.1076049804688,6.3294085365543085e-09,60.707688588419565
2900.362014770508,5.7456292366451565e-09,60.71643200605318
2985.0006103515625,7.23000289677792e-09,60.7254761853641
3072.023391723633,5.516930114767502e-09,60.720704356128465
3162.6224517822266,5.768770266328294e-09,60.715671843827465
3254.413604736328,6.69511599654545e-09,60.7180168139258
3349.781036376953,5.672059211715264e-09,60.72042419931574
3447.5326538085938,7.787829610347472e-09,60.71631609508582
3547.66845703125,6.028549658365751e-09,60.712116515483785
3651.3805389404297,5.256994150660229e-09,60.709038004140154
3758.668899536133,7.787194717707177e-09,60.7058592633947
3868.3414459228516,8.140521528430194e-09,60.70113397074005
3981.5902709960938,6.18147691431824e-09,60.696258679155484
4097.223281860352,5.875622402413262e-09,60.69767495750134
4216.432571411133,6.9040114915533325e-09,60.69910561208992
4340.410232543945,1.0189880892502654e-08,60.705135290461634
4466.772079467773,1.0450890412404508e-08,60.711300884140485
4596.710205078125,1.1168381936076335e-08,60.708984507848754
4731.416702270508,8.728126669002963e-09,60.706578714384136
4869.699478149414,7.885604151864535e-09,60.704642403813075
5011.558532714844,9.560134496298197e-09,60.702656396325324
5158.185958862305,9.144130582650579e-09,60.705890416473025
5308.389663696289,1.0193433145139742e-08,60.70921493871433
5463.361740112305,6.396590009590596e-09,60.708287782612125
5623.102188110352,7.687567570811276e-09,60.70731888573401
5787.61100769043,1.1441607889492382e-08,60.70865735702078
5956.888198852539,7.92637022954341e-09,60.71003917640861
6130.93376159668,1.295935474680827e-08,60.69816436906378
6309.747695922852,1.1301735252012112e-08,60.68598511771474
6493.330001831055,1.4675270778875745e-08,60.68957613722165
6682.872772216797,1.481008284281878e-08,60.693267971934056
6878.376007080078,8.452278191760665e-09,60.701546689689806
7079.839706420898,1.0931215393967343e-08,60.71009118863232
7286.07177734375,9.87596927896026e-09,60.70653164707818
7499.456405639648,1.4432612072778222e-08,60.70287217632487
7717.609405517578,1.3029923940343862e-08,60.691955014400946
7942.914962768555,1.326642129781492e-08,60.680697350799775
8175.373077392578,1.1611287497908713e-08,60.68701643024887
8413.79165649414,1.8302668078269254e-08,60.693526644298814
8659.36279296875,1.4583839059802085e-08,60.68493448075397
8912.086486816406,1.7506300430739105e-08,60.67608182703889
9173.154830932617,1.0657472072645366e-08,60.68637733802497
9440.183639526367,1.4073057977223228e-08,60.69694019782712
9716.74919128418,1.727913165414411e-08,60.69373300536996
10000.467300415039,1.2605759950770219e-08,60.69042054418158
10292.530059814453,1.3866103974983651e-08,60.690661490463654
10592.937469482422,7.927211928097532e-09,60.69090332229534
10901.689529418945,1.649072111640652e-08,60.69086507307788
11219.978332519531,2.0168510952601078e-08,60.690826025301284
11547.80387878418,1.5264823965113623e-08,60.69599773388015
11885.16616821289,1.4038926813820725e-08,60.701323268533756
12232.065200805664,2.5457907139718917e-08,60.695378367888026
12589.693069458008,1.8676228665374994e-08,60.689254479926625
12956.857681274414,1.8984947535828596e-08,60.690572336331115
13334.75112915039,1.2305980367177796e-08,60.69191935055498
13724.565505981445,2.452573372536678e-08,60.68157522789018
14125.10871887207,2.3200505897571653e-08,60.67093207556766
14537.572860717773,2.1605253157889825e-08,60.67627728872401
14961.957931518555,2.261876124944153e-08,60.6817878253996
15399.456024169922,1.699722944266275e-08,60.6844898211031
15848.875045776367,1.5386565013225984e-08,60.687262650818255
16311.407089233398,1.69176927968038e-08,60.68731224617521
16788.244247436523,1.7171176651302816e-08,60.68736302164087
17278.194427490234,2.1710604245871292e-08,60.68376896637837
