# LNAmplifier Noise Density Measurement
# Generated: 2025-11-10 15:09:14
# LNA Filter: 1
# EEPROM Data Index: 1
# Sample Frequency: 5.0 MHz
# FFT Averages: 2
# Sample Size: 4194304 points
# FFT Bin Size: 1.19 Hz
# Total Test Frequencies: 401
# Unique Data Points: 378
# EEPROM Frequency Points: 201
# EEPROM Gain Points: 201
# Amplitude Spike Correction: Enabled
#
frequency,lna_input_noise_density,lna_gain_db
9.5367431640625,1.7156896988294943e-07,56.834972
10.728836059570312,1.1242461627310626e-07,57.24857126178994
11.920928955078125,1.1682432372357632e-07,57.78645224057077
13.113021850585938,1.763487775935964e-07,58.199533220124856
14.30511474609375,1.6153284630407283e-07,58.52333226840474
15.497207641601562,1.7787730694480755e-07,58.78313297884009
16.689300537109375,2.1599124433692742e-07,58.99738191714828
17.881393432617188,2.297367245256572e-07,59.173018062177405
19.073486328125,2.184236508700921e-07,59.31721108915524
20.265579223632812,1.941416859361118e-07,59.44434159611681
21.457672119140625,1.4464010165545066e-07,59.55153066548657
22.649765014648438,1.0228512806566313e-07,59.64123164951048
23.84185791015625,8.256901393697166e-08,59.72084187099549
25.033950805664062,4.698532469342783e-08,59.79389910746655
26.226043701171875,8.97949719547927e-08,59.85153757192973
27.418136596679688,7.09121080087095e-08,59.90619044470437
28.6102294921875,8.28711836657656e-08,59.95630600387277
29.802322387695312,4.7114115967944526e-08,59.999796005758284
30.994415283203125,5.681945461241833e-08,60.03369424392229
32.18650817871094,5.925520208044734e-08,60.06797995635628
33.37860107421875,5.679917227869987e-08,60.10318035374612
34.57069396972656,5.732003017340017e-08,60.12925657411528
35.762786865234375,5.7698227208124116e-08,60.154235136701274
36.95487976074219,5.7750586342766625e-08,60.17890369113592
38.14697265625,6.379230389423788e-08,60.20149735662606
39.33906555175781,7.059204547757077e-08,60.22177436816583
40.531158447265625,6.327935622707435e-08,60.239323628015796
41.72325134277344,3.768429580094401e-08,60.255087097963035
42.91534423828125,3.050102064553386e-08,60.269413233156385
44.10743713378906,3.9762992803595914e-08,60.282878926403214
46.49162292480469,5.927213023986116e-08,60.30746027614194
47.6837158203125,4.951756152172854e-08,60.31910174859075
48.87580871582031,3.872364430226996e-08,60.33010041706275
50.067901611328125,3.8110785365458596e-08,60.34109908553475
51.25999450683594,3.8110785365458596e-08,60.35180657886929
53.64418029785156,3.645857792732128e-08,60.371018280975676
54.836273193359375,1.6020808871167156e-08,60.3770422384041
56.02836608886719,2.2381325975296084e-08,60.383066195832534
58.41255187988281,2.988364825835076e-08,60.395265865603385
