# LNAmplifier Noise Density Measurement
# Generated: 2025-10-21 20:45:01
# LNA Filter: 1
# EEPROM Data Index: 1
# Sample Frequency: 5.0 MHz
# FFT Averages: 16
# Sample Size: 4194304 points
# FFT Bin Size: 1.19 Hz
# Total Test Frequencies: 801
# Unique Data Points: 716
# EEPROM Frequency Points: 201
# EEPROM Gain Points: 201
#
frequency,measured_noise_density,lna_gain_db,lna_input_noise_density
9.5367431640625,6.67827067260205e-06,56.616188,9.859493776006344e-09
10.728836059570312,7.649988237022402e-06,57.073116353930814,1.0715315174423079e-08
11.920928955078125,7.623479786659231e-06,57.67640597332074,9.961688434593243e-09
13.113021850585938,6.471171102142553e-06,58.140976965407916,8.015563052599264e-09
14.30511474609375,6.7487457538197455e-06,58.49961180705776,8.021257841786154e-09
15.497207641601562,6.904817045019736e-06,58.79235393024183,7.934772494188788e-09
16.689300537109375,6.270842006798304e-06,59.03606793694655,7.0068442189394245e-09
17.881393432617188,5.903461872696665e-06,59.22801721399432,6.452171492651166e-09
19.073486328125,5.480201933007732e-06,59.38904971779447,5.879549833130667e-09
20.265579223632812,5.257294310702878e-06,59.52469320696597,5.552999441135927e-09
21.457672119140625,6.0294790175860825e-06,59.64205107673226,6.283147199307546e-09
22.649765014648438,5.93135671769772e-06,59.74533466175423,6.107835201552074e-09
23.84185791015625,5.546507664050276e-06,59.83330928831798,5.653978504090103e-09
25.033950805664062,5.629590887751293e-06,59.907952161974634,5.689567143359416e-09
26.226043701171875,5.350775050887257e-06,59.97434149965144,5.366604845375172e-09
27.418136596679688,5.423164885136209e-06,60.03092486239847,5.403890817191728e-09
28.6102294921875,6.1596253735655545e-06,60.081849976498546,6.101853838314827e-09
29.802322387695312,6.024099834530784e-06,60.13035819279942,5.934364950527493e-09
30.994415283203125,5.614262127689414e-06,60.169695335718885,5.505641375049095e-09
32.18650817871094,5.302917534697366e-06,60.20697258176741,5.178050055678708e-09
33.37860107421875,4.945669505448715e-06,60.24241537196039,4.8095486560060565e-09
34.57069396972656,4.763062767640628e-06,60.271106788852855,4.616692674311948e-09
35.762786865234375,4.863015749005636e-06,60.29837102620547,4.698801781455208e-09
36.95487976074219,5.079643594988977e-06,60.323416078597745,4.89398279062803e-09
38.14697265625,5.1667907644543664e-06,60.34609075193147,4.96496666553451e-09
39.33906555175781,4.424467961186891e-06,60.36611885084279,4.241848096351437e-09
40.531158447265625,4.76616821011067e-06,60.385306489924744,4.5593616415003536e-09
41.72325134277344,5.825303485529584e-06,60.40394390125594,5.560596231212852e-09
42.91534423828125,5.39407154803731e-06,60.419543198041524,5.139720976779852e-09
44.10743713378906,4.3977216155542065e-06,60.43332376666632,4.183709737220636e-09
45.299530029296875,4.838835473444704e-06,60.44634229061748,4.596462711317606e-09
46.49162292480469,5.468793995983566e-06,60.45868358753928,5.187491341867485e-09
47.6837158203125,5.605232739781962e-06,60.47101454639919,5.309369158249128e-09
48.87580871582031,5.140537811092308e-06,60.483322408060396,4.862307686879134e-09
50.067901611328125,4.556429196991501e-06,60.49563026972161,4.30371112322047e-09
51.25999450683594,4.006258314610555e-06,60.50393942510233,3.780436755325999e-09
52.45208740234375,4.097904248745963e-06,60.51207050878109,3.8632986388008816e-09
53.64418029785156,3.7871114537359726e-06,60.52054692513346,3.5668162800586796e-09
54.836273193359375,4.840792226882527e-06,60.529418771343636,4.554550313060626e-09
56.02836608886719,5.046653726201467e-06,60.53829061755381,4.743391554120455e-09
57.220458984375,4.279430984303258e-06,60.54542040697645,4.018972239937274e-09
58.41255187988281,4.264244037439005e-06,60.552186764976966,4.001591138267336e-09
59.604644775390625,4.173289951607e-06,60.55895312297749,3.913189715864891e-09
60.79673767089844,3.911798281614512e-06,60.564452303292136,3.6656739767999875e-09
61.98883056640625,4.0995591797455795e-06,60.569991057137116,3.839172333548202e-09
63.18092346191406,4.517054162143735e-06,60.575529810982104,4.227453190743479e-09
64.37301635742188,4.9356261243578334e-06,60.579150687465464,4.617264139530615e-09
65.56510925292969,4.713633241686731e-06,60.582899478453804,4.407687683164828e-09
66.7572021484375,4.494333950202855e-06,60.586648269442136,4.200808905263727e-09
67.94929504394531,4.699980054367032e-06,60.592087733153,4.390274025605033e-09
69.14138793945312,4.7068648634059896e-06,60.59764424502697,4.393893411030698e-09
70.33348083496094,4.398911202234159e-06,60.60320075690095,4.103790269824048e-09
71.52557373046875,4.092775537752686e-06,60.606945529113794,3.816547312873185e-09
72.71766662597656,3.8388383416120995e-06,60.609547488939015,3.5786765652406332e-09
73.90975952148438,3.680905438257485e-06,60.612149448764235,3.4304191509380373e-09
75.10185241699219,3.4410387592475757e-06,60.614751408589456,3.2059149300709998e-09
76.2939453125,3.9352560927137004e-06,60.61798677112417,3.664997320192003e-09
77.48603820800781,4.5071434175680345e-06,60.621167542035025,4.196072665330533e-09
78.67813110351562,4.635481695998982e-06,60.62434831294588,4.313973320242507e-09
79.87022399902344,4.4500460901550475e-06,60.62753470641408,4.139880200935551e-09
81.06231689453125,3.6042104178838494e-06,60.630730801045466,3.351765277558483e-09
82.25440979003906,3.0790421969846502e-06,60.63392689567686,2.8623273212770577e-09
83.44650268554688,3.5289377358441712e-06,60.63712299030824,3.2793505704362295e-09
84.63859558105469,4.063561914098245e-06,60.63971457384224,3.775036477857431e-09
85.8306884765625,4.322371646770103e-06,60.641466758138975,4.014659971108695e-09
87.02278137207031,4.001764267846735e-06,60.6432189424357,3.7161270613883637e-09
88.21487426757812,3.986130168666652e-06,60.644971126732436,3.7008622484804484e-09
89.40696716308594,3.8137242750400482e-06,60.64663741858271,3.540115407762235e-09
90.59906005859375,3.5962635168990086e-06,60.648026350672076,3.3377222181920627e-09
91.79115295410156,3.892109256175209e-06,60.64941528276144,3.611721536009402e-09
92.98324584960938,3.7626014407524303e-06,60.6508042148508,3.4909851926313596e-09
94.17533874511719,3.7383707377543973e-06,60.652193146940164,3.467949073077577e-09
95.367431640625,4.012080179085042e-06,60.65339878183651,3.7213426849403096e-09
97.75161743164062,3.304972780884479e-06,60.65572205781821,3.0646563603368626e-09
98.94371032714844,3.361187061166261e-06,60.656883695809064,3.1163662926743037e-09
100.13580322265625,3.7202633237225418e-06,60.65804533379992,3.4488270334208767e-09
101.32789611816406,3.7022676612893363e-06,60.658934687999974,3.431792961326919e-09
102.51998901367188,3.662527543512282e-06,60.65985188851704,3.394597640340896e-09
104.9041748046875,3.567428043325749e-06,60.66168628955118,3.3057568572130482e-09
106.09626770019531,4.087800474826632e-06,60.66260349006825,3.787559946779203e-09
107.28836059570312,4.200652380058882e-06,60.66561320211951,3.890774701923091e-09
108.48045349121094,3.872827217503132e-06,60.66836054461364,3.585998425598824e-09
110.86463928222656,3.980772241823449e-06,60.67385522960191,3.6836178503739753e-09
112.05673217773438,3.892098363617194e-06,60.676602572096044,3.6004242562179137e-09
113.24882507324219,3.5374178857687605e-06,60.67714487273897,3.2721192566512624e-09
115.63301086425781,3.0775620188148546e-06,60.67761824018551,2.8465964378401234e-09
116.82510375976562,3.3255878660892487e-06,60.67785492390878,3.0759245666940773e-09
119.20928955078125,4.261512383365363e-06,60.678695797520426,3.9412044538638915e-09
120.40138244628906,4.223279200770793e-06,60.68015258327551,3.9051899626951936e-09
122.78556823730469,3.3681014299210996e-06,60.68306615478568,3.1133780126315782e-09
123.9776611328125,3.1358867581342568e-06,60.68452294054076,2.8982391867766385e-09
126.36184692382812,3.9048905343215e-06,60.68680656692077,3.6080166703560537e-09
127.55393981933594,3.9910679280373215e-06,60.68666322048925,3.6877031860753208e-09
129.93812561035156,3.973937731936103e-06,60.68637652762621,3.6719962705364877e-09
131.13021850585938,3.3769240089645317e-06,60.68623318119469,3.1203953981119117e-09
133.514404296875,3.5022129345591796e-06,60.685946488331645,3.2362735460726473e-09
134.7064971923828,3.1864833379120363e-06,60.68687820352681,2.944202937863853e-09
137.09068298339844,2.7144241159332792e-06,60.68848403241081,2.507572529353613e-09
139.47486877441406,3.3310189940094284e-06,60.690089861294815,3.0766111953922634e-09
140.66696166992188,3.506792328608282e-06,60.69089277573681,3.2386603848531453e-09
143.0511474609375,3.816088404905766e-06,60.69275515268218,3.5235518735381854e-09
145.43533325195312,3.4207962292975793e-06,60.69470128448588,3.157854680523151e-09
147.81951904296875,3.639972835588407e-06,60.696647416289586,3.35943135839356e-09
150.20370483398438,4.375040262560824e-06,60.69811273661126,4.037164235524872e-09
151.3957977294922,4.710321571686178e-06,60.69809781150434,4.346559876462177e-09
153.7799835205078,3.5192807007381115e-06,60.69806796129051,3.2475100955396913e-09
156.16416931152344,3.7236974063846857e-06,60.698038111076684,3.4361528694852473e-09
158.54835510253906,3.6172129501761685e-06,60.69800826086285,3.3379026319320223e-09
160.9325408935547,3.363560731746146e-06,60.699054078863256,3.103462983241815e-09
163.3167266845703,3.4208157026901255e-06,60.700073905258414,3.155919972108454e-09
165.70091247558594,2.6942395691063846e-06,60.70109373165357,2.485315472470976e-09
168.08509826660156,3.4745967353943835e-06,60.70211355804873,3.2047837464724127e-09
170.4692840576172,2.5612284950793304e-06,60.702671428669085,2.3621896021710033e-09
172.8534698486328,2.657942966556131e-06,60.70326582494814,2.451220423415383e-09
175.23765563964844,2.921279051359528e-06,60.70386022122719,2.6938910865412938e-09
177.62184143066406,3.0060805484289613e-06,60.704454617506244,2.7719020683022803e-09
180.0060272216797,2.999808536847687e-06,60.70440822672037,2.7661334301532096e-09
183.58230590820312,2.737420248607247e-06,60.70424768915619,2.524230970623779e-09
185.96649169921875,2.8710378138442026e-06,60.704140664113396,2.64747507045552e-09
188.35067749023438,3.34569321573594e-06,60.70403363907061,3.085207892876625e-09
190.73486328125,3.1912047842971366e-06,60.704389299821095,2.9426269586659855e-09
194.31114196777344,2.837925574201899e-06,60.704926960042876,2.616704333960398e-09
196.69532775878906,3.4954370330217543e-06,60.70528540019074,3.2228286305856456e-09
199.0795135498047,3.00126971183558e-06,60.705643840338595,2.7670871237309243e-09
202.65579223632812,2.7146938356949535e-06,60.706047444411226,2.5027558463994524e-09
205.03997802734375,2.5247606240073457e-06,60.70630375693168,2.327582163594495e-09
208.6162567138672,2.597126533637676e-06,60.70668822571236,2.3941904710194954e-09
211.0004425048828,2.932081855853767e-06,60.70694453823282,2.7028930624336323e-09
214.57672119140625,2.539851242524037e-06,60.70816273704678,2.3409931567620795e-09
216.96090698242188,3.00602112759766e-06,60.70903487414108,2.7703860070084076e-09
220.5371856689453,2.5554831789892554e-06,60.71034307978254,2.3548100065881975e-09
224.11346435546875,2.5308011530453373e-06,60.711651285424,2.3317149615441967e-09
227.6897430419922,2.7665554373798874e-06,60.712213984075696,2.5487584463812086e-09
230.0739288330078,2.4846931833290554e-06,60.712620536880976,2.2889786488181e-09
233.65020751953125,2.5380477450064857e-06,60.71323036608891,2.3379664211447325e-09
237.2264862060547,2.449223768461688e-06,60.71384019529683,2.25598628784134e-09
240.80276489257812,2.9090538489019653e-06,60.71466496366834,2.679282529716282e-09
244.37904357910156,2.8437394068129903e-06,60.7154845065417,2.6188798303513642e-09
247.955322265625,2.788001613337766e-06,60.71630404941506,2.5673070787201904e-09
251.53160095214844,2.655468986580226e-06,60.71712359228842,2.4450348519518237e-09
255.10787963867188,2.590991924412585e-06,60.71614681180323,2.385935608581023e-09
258.6841583251953,2.8450628052435408e-06,60.71532722053576,2.6201460310467154e-09
262.26043701171875,2.776519872803534e-06,60.7145076292683,2.557263057406736e-09
265.8367156982422,2.5367834868506435e-06,60.71368803800083,2.3366787017792562e-09
269.4129943847656,3.0563591419528117e-06,60.714728582419355,2.814932311631757e-09
274.1813659667969,2.7951662413064635e-06,60.71629104315902,2.5739084183470643e-09
277.7576446533203,2.307289428731606e-06,60.71746288871377,2.124363993624536e-09
281.33392333984375,2.4668387052823524e-06,60.71863473426851,2.2709575555190895e-09
286.102294921875,2.1868447595979356e-06,60.71920520885424,2.0130645169114428e-09
289.67857360839844,3.077127515075866e-06,60.71954506276998,2.8324890556978907e-09
294.4469451904297,3.0568472114497376e-06,60.7199982013243,2.8136742893499396e-09
298.0232238769531,2.3560957902901685e-06,60.72033805524005,2.1685829581871327e-09
302.7915954589844,2.408906144285602e-06,60.71992366482943,2.2172961153258533e-09
307.5599670410156,2.2978025028604565e-06,60.71940422333308,2.1151564061332436e-09
311.13624572753906,2.665298235515965e-06,60.71901464221082,2.453550943113478e-09
315.9046173095703,2.1698110084516114e-06,60.71849520071447,1.9975476515184985e-09
320.67298889160156,2.034975988181195e-06,60.71868442417848,1.873376499334443e-09
325.4413604736328,1.866311155124072e-06,60.71892516233075,1.7180578918585055e-09
330.20973205566406,2.5609578758816587e-06,60.71916590048302,2.357458954292449e-09
334.9781036376953,2.3167253705273954e-06,60.7194066386353,2.1325745532978525e-09
339.74647521972656,2.0770885628784627e-06,60.72026619176385,1.911796687497598e-09
344.5148468017578,1.786725724517779e-06,60.72112410763022,1.6443781026128002e-09
349.28321838378906,2.1230488869433024e-06,60.72198202349658,1.9537135722018057e-09
355.2436828613281,2.220428962990861e-06,60.72305441832954,2.043074308738257e-09
360.0120544433594,2.575242422159397e-06,60.72334098569411,2.3694692043921184e-09
364.7804260253906,2.310927080122195e-06,60.72367484401284,2.126192097216165e-09
370.7408905029297,3.0204210305497716e-06,60.72409216691127,2.7788357479583038e-09
375.50926208496094,2.818859579364167e-06,60.72442602523,2.593296302924039e-09
381.4697265625,1.9897537459795206e-06,60.72481850646409,1.8304522563440019e-09
386.23809814453125,2.0488848490300248e-06,60.725131333628646,1.884781386975293e-09
392.1985626220703,2.4417382502251993e-06,60.72552236758434,2.2460684536782197e-09
398.1590270996094,2.6276122019747437e-06,60.725913401540026,2.416938500740229e-09
404.11949157714844,2.2507935901018256e-06,60.7239655636806,2.0707963532367168e-09
410.0799560546875,2.3377872605424457e-06,60.72203789582664,2.1513104800638684e-09
416.04042053222656,2.0754925107964575e-06,60.720110227972675,1.9103619492054974e-09
422.0008850097656,2.299582340987818e-06,60.71818256011871,2.117092516126088e-09
427.9613494873047,2.171894812684415e-06,60.7189409037861,1.999363423661776e-09
433.92181396484375,2.277141333951469e-06,60.719568745678735,2.0960978343070685e-09
439.8822784423828,2.307986745759824e-06,60.72019658757137,2.124337331116995e-09
447.0348358154297,1.890363838281473e-06,60.72094999784254,1.7397942892708303e-09
452.99530029296875,2.2251783437813233e-06,60.72136966755811,2.047841506465891e-09
460.1478576660156,2.3227576377904918e-06,60.72188717277115,2.1375168068355676e-09
466.1083221435547,1.6371648767027452e-06,60.72231842711535,1.5065255360121405e-09
473.26087951660156,2.258943798892072e-06,60.72283593232839,2.0785650925467063e-09
480.41343688964844,1.7311133528376158e-06,60.72358592511869,1.592744851955403e-09
486.3739013671875,2.0983558815598854e-06,60.7242079942977,1.9304952919652693e-09
493.5264587402344,1.6925716323247094e-06,60.72495447731251,1.5570384378395948e-09
500.67901611328125,2.27167993450027e-06,60.725700960327316,2.08959487270187e-09
509.02366638183594,2.349465281481638e-06,60.72640419492774,2.160970419156698e-09
516.1762237548828,2.1461044417137794e-06,60.72699764752921,1.973790121279932e-09
523.3287811279297,1.7958101381616128e-06,60.727591100130674,1.6515086929853312e-09
530.4813385009766,2.0180941183285876e-06,60.728184552732145,1.8558043528081683e-09
538.8259887695312,1.8973202220965036e-06,60.72799356496278,1.7447811366446479e-09
545.9785461425781,1.762347520408575e-06,60.72779142699579,1.6206975681512527e-09
554.3231964111328,2.076780690612923e-06,60.72755559936764,1.909909800262078e-09
562.6678466796875,1.8598045215638927e-06,60.727319771739495,1.71041426781907e-09
