# LNAmplifier Noise Density Measurement
# Generated: 2025-10-22 11:59:16
# LNA Filter: 2
# EEPROM Data Index: 2
# Sample Frequency: 5.0 MHz
# FFT Averages: 16
# Sample Size: 4194304 points
# FFT Bin Size: 1.19 Hz
# Total Test Frequencies: 401
# Unique Data Points: 365
# EEPROM Frequency Points: 201
# EEPROM Gain Points: 201
# Amplitude Spike Correction: Enabled
#
frequency,lna_input_noise_density
9.5367431640625,2.805230564246271e-08
10.728836059570312,2.608996105990245e-08
11.920928955078125,2.548475042110842e-08
13.113021850585938,2.3105682205050454e-08
14.30511474609375,2.078986822693173e-08
15.497207641601562,1.8005062215151743e-08
16.689300537109375,1.8591768435680003e-08
17.881393432617188,1.7855603036791535e-08
19.073486328125,1.500328115408464e-08
20.265579223632812,1.7318546183883337e-08
21.457672119140625,1.933530718727147e-08
22.649765014648438,1.8722721603005887e-08
23.84185791015625,1.705575411601966e-08
25.033950805664062,1.528040450466883e-08
26.226043701171875,1.4754992138084963e-08
27.418136596679688,1.3483949739552739e-08
28.6102294921875,1.2631158927165007e-08
29.802322387695312,1.2313493017803948e-08
30.994415283203125,1.3386713315323007e-08
32.18650817871094,1.4218150330348003e-08
33.37860107421875,1.432252588445517e-08
34.57069396972656,1.1181912225189035e-08
35.762786865234375,9.095028767265648e-09
36.95487976074219,1.1693694640504727e-08
38.14697265625,1.4057254491747575e-08
39.33906555175781,1.2189078390239932e-08
40.531158447265625,8.822974782293644e-09
41.72325134277344,9.231642179809975e-09
42.91534423828125,1.2851341185489991e-08
44.10743713378906,1.196243527235855e-08
45.299530029296875,9.940255202300446e-09
46.49162292480469,1.0587297116933078e-08
47.6837158203125,1.25465260119265e-08
48.87580871582031,1.3201875680920639e-08
50.067901611328125,1.2249732785947902e-08
51.25999450683594,1.1829164241041592e-08
52.45208740234375,1.1884691973743737e-08
53.64418029785156,1.0637397718840899e-08
54.836273193359375,1.0443240622005233e-08
56.02836608886719,1.1523618693196506e-08
57.220458984375,1.0710971823885254e-08
58.41255187988281,1.0131198258408964e-08
60.79673767089844,1.0754641113008602e-08
61.98883056640625,9.26315731160372e-09
63.18092346191406,1.0702138162532146e-08
64.37301635742188,1.1230552704356022e-08
65.56510925292969,1.160597026338319e-08
67.94929504394531,1.1438709149977371e-08
69.14138793945312,1.1276247156168274e-08
70.33348083496094,1.091069169395665e-08
72.71766662597656,1.0184100220860684e-08
73.90975952148438,1.1360088881826889e-08
76.2939453125,1.1455730350612904e-08
77.48603820800781,1.1662375111234497e-08
79.87022399902344,1.1113504414609322e-08
