# LTPowerAnalyzer Input Noise Density Measurement
# Generated: 2025-10-24 12:55:29
# Sample Frequency: 5.0 MHz
# FFT Averages: 16
# Sample Size: 4194304 points
# FFT Bin Size: 1.19 Hz
# Total Test Frequencies: 401
# Unique Data Points: 378
#
frequency,input_noise_density
9.5367431640625,8.968803163843595e-07
10.728836059570312,8.251513248156167e-07
11.920928955078125,9.342472390437233e-07
13.113021850585938,9.757925865004601e-07
14.30511474609375,9.12921379625201e-07
15.497207641601562,9.26780029383999e-07
16.689300537109375,9.376491048819805e-07
17.881393432617188,9.134934129906206e-07
19.073486328125,8.756193719647302e-07
20.265579223632812,9.950759123231165e-07
21.457672119140625,1.0280925127432895e-06
22.649765014648438,9.442336727567868e-07
23.84185791015625,1.1210536937774577e-06
25.033950805664062,1.379213179431735e-06
26.226043701171875,1.3594007150245578e-06
27.418136596679688,1.208780039039586e-06
28.6102294921875,1.1014874700593442e-06
29.802322387695312,1.2224539812577326e-06
30.994415283203125,1.534234292689753e-06
32.18650817871094,1.584640671896673e-06
33.37860107421875,1.6220132107313909e-06
34.57069396972656,1.5333055311675548e-06
35.762786865234375,1.4055884766686155e-06
36.95487976074219,1.5030819103787854e-06
38.14697265625,1.3746693626998055e-06
39.33906555175781,1.2230388574638818e-06
40.531158447265625,1.3108418639765152e-06
41.72325134277344,1.2300164103316438e-06
42.91534423828125,1.0654481281516279e-06
44.10743713378906,1.036172188880824e-06
46.49162292480469,1.6248871465092951e-06
47.6837158203125,1.5592630306369165e-06
48.87580871582031,1.6100726503860536e-06
50.067901611328125,1.482452942629759e-06
51.25999450683594,1.2280106611155818e-06
53.64418029785156,1.3437717583229023e-06
54.836273193359375,1.623500669321988e-06
56.02836608886719,1.5788900223546932e-06
58.41255187988281,1.4168430105035347e-06
59.604644775390625,1.520369603919993e-06
60.79673767089844,1.5111745823055364e-06
63.18092346191406,1.3589731955273474e-06
64.37301635742188,1.372832110187851e-06
66.7572021484375,1.155907427962966e-06
69.14138793945312,1.4194306908580025e-06
70.33348083496094,1.503286945493373e-06
72.71766662597656,1.8891359818768703e-06
75.10185241699219,1.8364320246506228e-06
77.48603820800781,1.923132256380179e-06
79.87022399902344,1.7068512619596987e-06
82.25440979003906,1.5016528252575078e-06
84.63859558105469,1.3561160972875828e-06
87.02278137207031,1.7042194339667788e-06
89.40696716308594,1.7962234593046173e-06
91.79115295410156,1.7431537227824009e-06
94.17533874511719,1.6583627196176154e-06
97.75161743164062,1.8544223470808464e-06
100.13580322265625,2.0888229543310127e-06
102.51998901367188,1.7614857914442821e-06
106.09626770019531,1.9041697292378186e-06
108.48045349121094,1.521470223102394e-06
112.05673217773438,1.3282793455832728e-06
115.63301086425781,1.7573334968763052e-06
119.20928955078125,1.5335348873517455e-06
122.78556823730469,1.4274709348717438e-06
126.36184692382812,1.6769672908706333e-06
129.93812561035156,1.3682723696707596e-06
133.514404296875,1.6282951994762457e-06
137.09068298339844,1.6628377523950176e-06
140.66696166992188,1.7686988609966459e-06
145.43533325195312,1.307733513820132e-06
150.20370483398438,1.3403731957365157e-06
153.7799835205078,1.638049627554529e-06
158.54835510253906,1.786019796195182e-06
163.3167266845703,1.4072519241914997e-06
168.08509826660156,1.211849815410488e-06
172.8534698486328,1.648987795961711e-06
177.62184143066406,1.606245425063811e-06
183.58230590820312,1.736958641678371e-06
188.35067749023438,1.4862284885478495e-06
194.31114196777344,1.5423465917666325e-06
199.0795135498047,1.8686629324310474e-06
205.03997802734375,1.7838746786916871e-06
211.0004425048828,1.7304888148988354e-06
216.96090698242188,1.4354660005830549e-06
224.11346435546875,2.074248424231496e-06
230.0739288330078,1.4112870220146023e-06
237.2264862060547,1.6105235670038222e-06
244.37904357910156,1.5247618107773143e-06
251.53160095214844,1.7115506611956588e-06
258.6841583251953,1.701471401147781e-06
265.8367156982422,1.6856592716926809e-06
274.1813659667969,1.5399498499468356e-06
281.33392333984375,1.559008132927371e-06
289.67857360839844,1.3607967979589047e-06
