Frequency (Hz),Magnitude (dB),Phase (°)
10.0,56.872882575,105.77334934
10.592537,57.214298301,100.62328326
11.220185,57.525230054,95.702547624
11.885022,57.81349005,90.964317368
12.589254,58.066801797,86.49247497
13.335214,58.313667513,82.045816062
14.125375,58.520999877,78.021343957
14.962357,58.718997596,74.062178888
15.848932,58.901719779,70.196112226
16.78804,59.061223417,66.604991119
17.782794,59.211738789,63.236317182
18.836491,59.344927192,59.967614737
19.952623,59.466404798,56.856008859
21.13489,59.579780555,53.881548083
22.387211,59.677546675,51.017407378
23.713737,59.769246893,48.349937767
25.118864,59.849765222,45.804347834
26.607251,59.928022739,43.36327858
28.183829,59.996847485,41.045731966
29.853826,60.057023927,38.852373633
31.622777,60.11334736,36.821621035
33.496544,60.163151324,34.827802477
35.481339,60.209529283,32.971885222
37.58374,60.252280804,31.187173709
39.810717,60.282970336,29.477506741
42.16965,60.315393217,27.891905491
44.668359,60.348451461,26.390848011
47.315126,60.376446578,24.9067939
50.118723,60.399950074,23.558337777
53.088444,60.42436747,22.284325457
56.234133,60.443276509,21.096253264
59.566214,60.460169702,19.909110005
63.095734,60.472859881,18.838959965
66.834392,60.495356272,17.820035874
70.794578,60.507632227,16.831438211
74.989421,60.518276605,15.937075025
79.432823,60.529232288,15.031975222
84.139514,60.540694566,14.219292413
89.125094,60.551597918,13.425620606
94.406088,60.561338341,12.674555069
100.0,60.570657099,11.985174267
105.925373,60.573063913,11.314355924
112.201845,60.576202588,10.694446284
118.850223,60.58301914,10.10444996
125.892541,60.588465922,9.5448380545
133.352143,60.590966245,8.9988677653
141.253754,60.601056501,8.4991165766
149.623566,60.602759527,8.0372203565
158.489319,60.602469265,7.592709713
167.880402,60.606135319,7.1672748798
177.827941,60.612117103,6.7572334545
188.364909,60.614644864,6.3735509722
199.526231,60.615985392,6.0242924158
211.348904,60.620415208,5.6721184522
223.872114,60.62019121,5.3360089147
237.137371,60.623863253,5.0674153852
251.188643,60.623437095,4.7594844075
266.072506,60.628059701,4.4934760517
281.838293,60.627109116,4.2230291348
298.538262,60.629087348,3.9885756267
316.227766,60.62808253,3.7369353761
