Frequency (Hz),Magnitude (dB),Phase (°)
5.0,47.672265915,-162.1346009
5.376197,49.139359363,-171.75018446
5.780698,50.466439425,178.41033274
6.215634,51.587363179,169.30611022
6.683295,52.601576176,160.20889761
7.186141,53.595951343,150.75838582
7.726822,54.37107611,142.13988407
8.308183,55.134458315,133.60133935
8.933285,55.776963969,125.40527505
9.60542,56.333525562,117.72496009
10.328125,56.843947639,110.25762579
11.105207,57.276004541,103.42544084
11.940755,57.673132657,96.827850138
12.83917,58.010955236,90.497103132
13.805181,58.323959051,84.787722733
14.843874,58.566471705,79.304676689
15.960717,58.814117003,73.949467304
17.161591,59.017161476,69.18605507
18.452818,59.20765159,64.662775236
19.841196,59.377485874,60.289792992
21.334035,59.500755889,56.398426332
22.939194,59.645063607,52.499033552
24.665124,59.744581414,48.977103672
26.520912,59.826923078,45.670038439
28.516328,59.909729715,42.603955151
30.661878,60.002377781,39.643054919
32.968858,60.050634466,36.954220905
35.449413,60.141077412,34.440162695
38.116604,60.171255306,32.120877797
40.984473,60.231251263,30.013693993
44.068118,60.229052557,27.887886548
47.383775,60.286577698,25.946887802
50.948899,60.296424702,24.103587291
54.782261,60.334494552,22.65101205
58.904043,60.360154022,20.890082634
63.335945,60.366378523,19.607885896
68.1013,60.400460198,18.10391411
73.225198,60.414046235,17.002086793
78.734614,60.414958839,15.773213309
84.658555,60.423983815,14.625082767
91.02821,60.445135778,13.680959926
97.877114,60.448720256,12.64315849
105.241324,60.455280602,11.870401498
113.159613,60.496429454,11.06243091
121.673669,60.498328471,10.240405996
130.828317,60.474046816,9.5011189602
140.671754,60.5042026,9.062370917
151.255806,60.502540086,8.1139276539
162.636194,60.507499047,7.7094060166
174.872836,60.494312977,7.2350351689
188.030155,60.498297813,6.8083941827
202.177421,60.507168572,6.2167742099
217.389119,60.511986309,5.7944220288
233.745336,60.495552169,5.3145809244
251.332183,60.50302877,5.0145493722
270.242253,60.526567915,4.6623771691
290.575105,60.514057141,4.2497165018
312.437787,60.520260858,4.0232041049
335.945403,60.527574926,3.811256274
361.221717,60.537767926,3.4038093008
388.399805,60.530609996,3.1869952767
417.622754,60.527596774,2.9657737777
449.044419,60.510410144,2.8957893985
482.830229,60.530071192,2.4562552796
519.158062,60.52163181,2.4126987573
558.219178,60.516431252,2.2152331523
600.219227,60.524630772,2.077971274
645.379332,60.522036201,1.9470771019
693.937253,60.532725673,1.8469759478
746.148642,60.527815817,1.6569728944
802.288381,60.514824046,1.6517693672
862.652038,60.52250749,1.4555130602
927.557418,60.519798002,1.2668159095
997.346235,60.53837468,1.2681844439
1072.385919,60.538569636,1.2387288386
1153.071539,60.546534342,1.0252729505
1239.827893,60.524655296,0.93917434541
1333.111739,60.531805356,0.8610431861
1433.414201,60.533808653,0.65295189985
