Frequency (Hz),Magnitude (dB),Phase (°)
10.0,56.656614838,113.64200509
10.592537,57.042628317,107.97996553
11.220185,57.389079852,102.62369994
11.885022,57.705796043,97.495069851
12.589254,57.995369244,92.622364231
13.335214,58.258875161,87.793749325
14.125375,58.492254694,83.447204354
14.962357,58.704137142,79.149368837
15.848932,58.904128751,74.950739707
16.78804,59.082741609,71.077637291
17.782794,59.237712915,67.420095682
18.836491,59.383247164,63.91396575
19.952623,59.515272324,60.53842237
21.13489,59.635757561,57.340895807
22.387211,59.745612321,54.311984148
23.713737,59.840478171,51.418434667
25.118864,59.929732454,48.690004767
26.607251,60.006989416,46.057018301
28.183829,60.075842615,43.587011515
29.853826,60.141086126,41.245553871
31.622777,60.19667814,39.036272311
33.496544,60.25094179,36.894689371
35.481339,60.297817814,34.906046915
37.58374,60.339105041,33.039082556
39.810717,60.374618042,31.209667106
42.16965,60.411361838,29.526276467
44.668359,60.442825335,27.917140519
47.315126,60.47359917,26.370795907
50.118723,60.498333113,24.954309562
53.088444,60.521472552,23.571413881
56.234133,60.535603845,22.291197203
59.566214,60.552508314,21.048905506
63.095734,60.567546316,19.889032944
66.834392,60.588278187,18.790632755
70.794578,60.598309135,17.790121292
74.989421,60.61197188,16.800892049
79.432823,60.622879137,15.872855488
84.139514,60.631673556,14.972456159
89.125094,60.639046402,14.148301652
94.406088,60.651532906,13.403946038
100.0,60.655349723,12.643737943
105.925373,60.663508194,11.91100624
112.201845,60.666871813,11.27778295
118.850223,60.671803424,10.641505562
125.892541,60.681195014,10.041420159
133.352143,60.682656114,9.5173825914
141.253754,60.688371073,8.9720972415
149.623566,60.690040346,8.4635956455
158.489319,60.690933178,7.9806453507
167.880402,60.696625562,7.5475571038
177.827941,60.699194357,7.1276823383
188.364909,60.698963408,6.7311145716
199.526231,60.701212738,6.3364493018
211.348904,60.70497332,5.9825080352
223.872114,60.705229601,5.6441731397
237.137371,60.706299692,5.3091883869
251.188643,60.713639214,5.0126556825
266.072506,60.710966573,4.6965342577
281.838293,60.706891553,4.4210123889
298.538262,60.71640418,4.1913332328
316.227766,60.714256422,3.9310834701
334.965439,60.714763928,3.7362093369
354.813389,60.714844567,3.5188159878
