Frequency (Hz),Magnitude (dB),Phase (°)
5.0,47.330233235,-159.15093376
5.376197,48.846730151,-168.95204785
5.780698,50.227057514,-178.86368649
6.215634,51.409246914,171.75944889
6.683295,52.456061373,162.61077416
7.186141,53.457492853,153.02751739
7.726822,54.298567632,144.23295766
8.308183,55.066342124,135.35605837
8.933285,55.737809641,126.93923254
9.60542,56.31217877,119.19907741
10.328125,56.832465224,111.72633884
11.105207,57.25906987,104.66702289
11.940755,57.657938542,97.916502278
12.83917,58.018412614,91.61263515
13.805181,58.299217442,85.75145776
14.843874,58.558181062,80.083776728
15.960717,58.809277506,74.887232932
17.161591,59.007675225,69.955193589
18.452818,59.193585415,65.202168504
19.841196,59.364599867,60.91929813
21.334035,59.501804715,56.863233227
22.939194,59.632814335,53.088404348
24.665124,59.74792196,49.50171431
26.520912,59.830045386,46.095442687
28.516328,59.898428461,42.980177307
30.661878,59.988520192,39.995509607
32.968858,60.060898959,37.356346668
35.449413,60.114106728,34.90381231
38.116604,60.150266798,32.422051154
40.984473,60.197162177,30.164440467
44.068118,60.230925775,28.178904583
47.383775,60.270280594,26.199797489
50.948899,60.29819374,24.426212929
54.782261,60.316618911,22.754401076
58.904043,60.358758821,21.220943314
63.335945,60.3658441,19.729565934
68.1013,60.400359532,18.394499154
73.225198,60.397855037,17.125720077
78.734614,60.438309414,15.791442183
84.658555,60.439284172,14.740333887
91.02821,60.443685321,13.899131614
97.877114,60.448163374,12.808582539
105.241324,60.45341508,12.041817059
113.159613,60.49460569,11.014502072
121.673669,60.492637104,10.39172359
130.828317,60.490501206,9.55319074
140.671754,60.51128184,8.9426753493
151.255806,60.489533872,8.2329986832
162.636194,60.501467454,7.6917600864
174.872836,60.494662955,7.2067568464
188.030155,60.492676758,6.8709877309
202.177421,60.509685138,6.157693539
217.389119,60.508473545,5.7930972272
233.745336,60.521340248,5.3097156276
251.332183,60.512873882,4.9583859463
270.242253,60.507855415,4.6311677805
290.575105,60.512878499,4.4560359879
312.437787,60.528985926,4.040630686
