Frequency (Hz),Magnitude (dB),Phase (°)
5.0,48.277731645,-169.32347667
5.376197,49.645905357,-179.0762723
5.780698,50.888964348,171.12145941
6.215634,51.921829151,162.18778494
6.683295,52.858639321,153.41983639
7.186141,53.751227795,144.29791657
7.726822,54.486338917,136.15684572
8.308183,55.178812341,127.96612389
8.933285,55.797262789,120.25590179
9.60542,56.326346387,113.07651998
10.328125,56.807793982,106.07967581
11.105207,57.226124259,99.619648753
11.940755,57.603878367,93.410631402
12.83917,57.941076614,87.489174744
13.805181,58.232291076,82.09789964
14.843874,58.499371986,76.83352626
15.960717,58.734581233,71.905578578
17.161591,58.940389115,67.325926072
18.452818,59.126905863,62.957414926
19.841196,59.307068868,58.802553778
21.334035,59.453629802,54.936543721
22.939194,59.582317809,51.327609636
24.665124,59.695115447,47.950681878
26.520912,59.796796286,44.777309111
28.516328,59.885573634,41.760020532
30.661878,59.965492265,38.990923133
32.968858,60.032479759,36.372073122
35.449413,60.092387422,33.924371709
38.116604,60.146093052,31.655750296
40.984473,60.193318832,29.50875066
44.068118,60.234178618,27.494573392
47.383775,60.270898614,25.647638883
50.948899,60.304784502,23.89730192
54.782261,60.333702267,22.26692592
58.904043,60.358041922,20.760158974
63.335945,60.379467569,19.341341438
68.1013,60.397121568,18.017808548
73.225198,60.416245782,16.781363286
78.734614,60.430079891,15.63105086
84.658555,60.442165217,14.572108248
91.02821,60.456194132,13.569450289
97.877114,60.463543595,12.63028666
105.241324,60.473209294,11.767368883
113.159613,60.481020464,10.940579656
121.673669,60.490028576,10.181035329
130.828317,60.495994414,9.4957210497
140.671754,60.502665346,8.8333555644
151.255806,60.507375428,8.2309891519
162.636194,60.509732956,7.6490066273
174.872836,60.514814814,7.1292413188
188.030155,60.519114669,6.6228081072
202.177421,60.524418678,6.1721810646
217.389119,60.524014803,5.7422383883
233.745336,60.527878006,5.3402507626
251.332183,60.528318618,4.9673358936
270.242253,60.532291424,4.6226752215
290.575105,60.533627317,4.3046427472
312.437787,60.536034774,3.9839169194
335.945403,60.536988192,3.7038744192
361.221717,60.540252352,3.4435438353
388.399805,60.538660671,3.224713211
417.622754,60.539703734,2.9807404692
449.044419,60.539282059,2.7603434552
482.830229,60.541083696,2.5644644944
519.158062,60.540387857,2.3957302735
558.219178,60.542294954,2.2158863862
600.219227,60.543976995,2.051612895
645.379332,60.542735104,1.9140919381
693.937253,60.545228798,1.7653628455
746.148642,60.544990581,1.6138394862
802.288381,60.545912247,1.5128995424
862.652038,60.543843194,1.390764088
927.557418,60.545041665,1.2978226077
997.346235,60.546480741,1.1825513908
1072.385919,60.547637347,1.121080739
1153.071539,60.544984941,0.99952632391
1239.827893,60.546641996,0.91055036462
1333.111739,60.545105324,0.8476380047
1433.414201,60.545927844,0.77292300955
1541.263354,60.544708096,0.69366367323
1657.227009,60.544353201,0.62537789213
1781.915693,60.546144869,0.57051267238
1915.985873,60.545023211,0.49697285754
2060.143406,60.547371407,0.4540351886
2215.147258,60.545120568,0.39325138181
2381.8135,60.544325419,0.3609863428
2561.019601,60.546156286,0.28504561947
2753.709054,60.544559501,0.24259457527
2960.896335,60.541977569,0.19718429641
3183.672253,60.549836063,0.16054794857
3423.209687,60.549462152,0.10164051019
3680.769761,60.547913381,0.08221606371
3957.708488,60.549201399,0.029621814669
4255.483905,60.543071312,0.0068374994906
4575.663752,60.542497933,-0.061148814208
4919.933722,60.542423684,-0.1110951568
5290.106341,60.540393264,-0.13676079574
5688.130508,60.54232911,-0.17627369518
6116.101754,60.53915282,-0.21075368274
6576.27328,60.536826685,-0.24565558545
7071.067812,60.537112326,-0.27036049646
7603.090363,60.534521998,-0.28237076918
8175.141946,60.530225167,-0.28944037422
8790.234319,60.531893946,-0.35272483061
9451.605842,60.534700855,-0.38848177825
10162.73853,60.535203548,-0.43474448868
10927.376379,60.532710389,-0.40513890808
11749.545084,60.530274943,-0.46456741243
12633.573228,60.532089461,-0.49678713591
13584.115076,60.53378472,-0.53463866314
14606.175075,60.531245254,-0.58803466417
15705.134205,60.5335371,-0.65677098046
16886.778307,60.531554638,-0.68626273599
18157.328544,60.529518633,-0.73650124345
19523.474155,60.531079929,-0.80887651102
20992.407676,60.534031007,-0.87131708309
22571.862801,60.537711348,-0.96675258223
24270.155104,60.538365801,-1.0198158211
26096.225818,60.5395344,-1.1217062567
28059.688906,60.535420409,-1.2291298419
30170.881683,60.536330137,-1.3095837689
32440.919233,60.541324151,-1.4361663359
34881.752935,60.543845498,-1.5639818144
37506.233381,60.544754453,-1.6996010658
40328.178031,60.547369428,-1.8242120429
43362.443964,60.545660872,-1.9413543413
46625.006097,60.541111749,-2.0720184571
50133.041286,60.534929293,-2.2473395713
53905.018765,60.541536777,-2.4145737645
57960.797381,60.537497089,-2.6159822087
62321.730148,60.537183475,-2.8196193932
67010.776664,60.534464966,-3.0076081324
72052.623996,60.534430476,-3.2173593558
77473.816648,60.536627974,-3.4615263724
83302.896316,60.533436364,-3.6837611153
89570.552153,60.536741727,-3.9839100062
96309.782347,60.533230333,-4.2183601894
103556.06785,60.53180842,-4.5712090088
111347.55916,60.536275613,-4.879025503
119725.27722,60.541491783,-5.2224563771
128733.32936,60.545832337,-5.6089917475
138419.14148,60.550677284,-6.012426862
148833.70782,60.554872821,-6.482612449
160031.85937,60.555223782,-7.0183133882
172072.55258,60.563563856,-7.5421657511
185019.17972,60.569129497,-8.1471843892
198939.90269,60.566474113,-8.786345062
213908.01181,60.574300898,-9.4757648757
230002.31175,60.574329,-10.231158691
247307.53637,60.574811699,-11.06481718
265914.79485,60.569386315,-11.88129664
285922.05138,60.571952912,-12.838640383
307434.6409,60.568236256,-13.801196904
330565.82369,60.566168583,-14.866140089
355437.38166,60.571359029,-16.028380879
382180.2595,60.564960681,-17.245479836
410935.25411,60.560520513,-18.545164509
441853.75584,60.559493953,-20.009899582
475098.54558,60.55357478,-21.428676743
510844.65171,60.545963732,-23.088725683
549280.27165,60.535607021,-24.841446351
590607.76269,60.52795485,-26.757656214
635044.70733,60.512915376,-28.78921675
682825.05883,60.50154445,-31.007960493
734200.37296,60.480627337,-33.367697142
789441.13237,60.457677211,-35.909339732
848838.17065,60.422103503,-38.63878739
912704.20354,60.385960813,-41.642703729
981375.47527,60.346916852,-44.8573949
1055213.5289,60.293430687,-48.340653858
1134607.1098,60.210239086,-52.135608361
1219974.2121,60.111335499,-56.212296322
1311764.2798,59.985857606,-60.61471376
